experiment_id,electrolyte_concentration_m,charging_rate_c,operating_temperature_c,discharge_rate_c,cycle_count,capacity_retention_percent,source
BAT-03380,1.3992,0.2,14.3102,0.5455,135.2337,66.8907,synthetic_prototype_v1
BAT-03381,1.658,2.6232,8.9685,1.5935,56.7164,40.0,synthetic_prototype_v1
BAT-03382,1.3237,0.6812,8.1163,1.7556,435.2225,50.7192,synthetic_prototype_v1
BAT-03383,1.4387,0.2023,1.84,2.731,197.886,40.0,synthetic_prototype_v1
BAT-03384,1.9961,2.7743,30.8993,0.8807,391.3297,42.0146,synthetic_prototype_v1
BAT-03385,2.3883,2.2085,48.6453,2.9548,163.6289,44.5847,synthetic_prototype_v1
BAT-03386,1.6266,1.0591,43.1742,1.6728,462.8414,44.4235,synthetic_prototype_v1
BAT-03387,0.7531,0.5228,0.1741,2.788,227.9343,42.0969,synthetic_prototype_v1
BAT-03388,1.2241,0.5764,26.6964,0.6844,103.2656,77.0583,synthetic_prototype_v1
BAT-03389,1.4522,1.118,19.7498,2.5156,489.4422,43.547,synthetic_prototype_v1
BAT-03390,1.7345,0.629,12.3838,0.6696,241.1902,59.163,synthetic_prototype_v1
BAT-03391,1.6414,1.2665,19.191,0.3098,75.4393,67.3456,synthetic_prototype_v1
BAT-03392,1.5353,2.7924,2.157,0.665,462.1385,40.0,synthetic_prototype_v1
BAT-03393,2.2644,0.6638,47.561,2.2107,281.9227,45.4176,synthetic_prototype_v1
BAT-03394,1.3687,0.8318,14.2526,0.8421,280.694,59.0618,synthetic_prototype_v1
BAT-03395,1.9524,0.7571,1.5696,2.7465,261.2941,40.0,synthetic_prototype_v1
BAT-03396,1.4621,0.3167,24.3644,0.2,30.8596,85.4759,synthetic_prototype_v1
BAT-03397,1.0786,0.4583,45.3901,2.3056,23.8054,40.0,synthetic_prototype_v1
BAT-03398,1.2413,0.6839,11.5462,0.5913,212.4447,60.9483,synthetic_prototype_v1
BAT-03399,1.1753,0.8415,18.5966,0.4596,66.7483,80.2194,synthetic_prototype_v1
BAT-03400,1.3329,0.4073,22.1025,0.2,189.7032,68.0296,synthetic_prototype_v1
BAT-03401,0.9711,0.5094,24.7257,0.7841,249.2169,61.0999,synthetic_prototype_v1
BAT-03402,1.778,2.6345,39.411,1.5368,420.8585,43.2947,synthetic_prototype_v1
BAT-03403,1.5549,2.16,5.4359,2.2141,202.3026,44.7652,synthetic_prototype_v1
BAT-03404,1.6081,0.4262,32.5472,0.3639,25.3571,68.565,synthetic_prototype_v1
BAT-03405,1.181,0.2317,18.1378,0.6123,222.9098,69.6407,synthetic_prototype_v1
BAT-03406,1.5513,0.2,20.7366,0.3994,83.1771,78.1218,synthetic_prototype_v1
BAT-03407,1.231,0.7176,31.2477,0.3245,122.4255,71.5657,synthetic_prototype_v1
BAT-03408,1.3912,0.5789,20.4585,0.6608,51.1635,87.3562,synthetic_prototype_v1
BAT-03409,1.4976,2.8236,49.7763,1.5907,175.54,40.0,synthetic_prototype_v1
BAT-03410,2.3733,1.3,18.3754,0.3803,28.9601,54.106,synthetic_prototype_v1
BAT-03411,2.2486,2.9983,39.8912,1.8765,310.1832,42.8723,synthetic_prototype_v1
BAT-03412,1.6224,1.7794,21.7002,2.6912,123.1375,43.1035,synthetic_prototype_v1
BAT-03413,1.509,0.3236,28.4626,0.5142,134.2318,71.9365,synthetic_prototype_v1
BAT-03414,1.0562,2.2078,3.2539,0.6192,367.3479,40.0,synthetic_prototype_v1
BAT-03415,1.3333,0.7451,29.6856,0.9048,41.831,78.3793,synthetic_prototype_v1
BAT-03416,0.9512,1.4701,9.7639,2.7618,426.4619,40.0,synthetic_prototype_v1
BAT-03417,1.4866,1.0739,2.6581,0.6499,493.9438,41.106,synthetic_prototype_v1
BAT-03418,2.0749,0.7291,45.2796,0.5281,34.2884,41.9077,synthetic_prototype_v1
BAT-03419,2.2697,1.5306,30.0163,2.2926,289.1682,46.4816,synthetic_prototype_v1
BAT-03420,1.2019,0.4654,31.2804,0.4721,245.959,64.2183,synthetic_prototype_v1
BAT-03421,0.6111,2.1913,49.1503,0.2871,331.9391,40.2872,synthetic_prototype_v1
BAT-03422,1.2454,0.4798,32.6682,2.0068,270.0322,50.6186,synthetic_prototype_v1
BAT-03423,1.5605,0.7502,22.1319,0.6831,157.9565,76.8962,synthetic_prototype_v1
BAT-03424,2.3348,2.1204,26.4225,2.9319,169.3437,40.7769,synthetic_prototype_v1
BAT-03425,1.4456,1.9221,19.0994,1.8419,411.6233,52.8856,synthetic_prototype_v1
BAT-03426,1.7208,1.0879,33.2794,1.2549,323.4375,54.1459,synthetic_prototype_v1
BAT-03427,0.7878,0.4376,38.6269,1.0264,75.4758,54.1723,synthetic_prototype_v1
BAT-03428,1.0412,0.7818,16.5092,0.424,145.6577,62.9329,synthetic_prototype_v1
BAT-03429,2.0331,0.6456,21.6848,0.4976,193.2423,64.0014,synthetic_prototype_v1
BAT-03430,2.017,1.6089,2.0016,2.6776,40.1482,40.0,synthetic_prototype_v1
BAT-03431,0.5033,1.1524,34.6371,0.7114,170.1714,48.4524,synthetic_prototype_v1
BAT-03432,1.4522,0.3149,20.4879,0.55,106.2169,80.2876,synthetic_prototype_v1
BAT-03433,0.8496,2.5763,17.9198,2.3775,99.1545,40.9054,synthetic_prototype_v1
BAT-03434,2.3253,0.6788,13.4211,2.8246,315.7909,41.8686,synthetic_prototype_v1
BAT-03435,0.9447,1.2396,3.6806,2.8405,400.3328,40.0,synthetic_prototype_v1
BAT-03436,1.7215,1.7751,18.4311,1.6242,40.26,54.0846,synthetic_prototype_v1
BAT-03437,1.7546,1.7582,16.4072,1.3989,476.4949,49.4308,synthetic_prototype_v1
BAT-03438,2.2067,0.484,29.0703,2.8661,115.6364,41.7156,synthetic_prototype_v1
BAT-03439,1.409,0.4671,20.2256,0.5315,111.556,81.0397,synthetic_prototype_v1
BAT-03440,1.481,1.0869,18.6772,0.3948,239.6697,65.2344,synthetic_prototype_v1
BAT-03441,1.3455,1.0125,27.3228,0.2,244.3922,62.3099,synthetic_prototype_v1
BAT-03442,0.7186,0.5711,4.8197,2.3952,456.418,43.2021,synthetic_prototype_v1
BAT-03443,2.2967,0.7133,43.9619,1.3,400.1192,40.0,synthetic_prototype_v1
BAT-03444,0.731,2.806,25.919,0.5517,98.1132,44.3077,synthetic_prototype_v1
BAT-03445,0.9363,0.7783,21.2205,0.526,134.051,68.3538,synthetic_prototype_v1
BAT-03446,1.82,0.5524,32.5038,0.9344,202.2563,58.3408,synthetic_prototype_v1
BAT-03447,1.1733,0.2,22.4176,0.4969,172.0469,69.8978,synthetic_prototype_v1
BAT-03448,1.1318,0.5818,16.2612,0.704,146.2621,69.6189,synthetic_prototype_v1
BAT-03449,1.275,2.2423,25.4695,1.6201,425.4431,48.891,synthetic_prototype_v1
BAT-03450,1.5373,0.4625,19.7514,0.6569,156.7575,75.3476,synthetic_prototype_v1
BAT-03451,1.5596,0.6044,15.139,0.8259,185.1867,68.0864,synthetic_prototype_v1
BAT-03452,2.0017,1.1186,6.8036,2.5942,232.6397,42.2417,synthetic_prototype_v1
BAT-03453,1.2893,2.5148,31.2922,2.3768,75.8766,42.6543,synthetic_prototype_v1
BAT-03454,2.1989,0.6569,49.7705,1.3206,478.7513,41.1008,synthetic_prototype_v1
BAT-03455,0.6322,2.5546,34.5452,2.4853,127.2102,42.2016,synthetic_prototype_v1
BAT-03456,1.5015,2.8933,42.327,2.2964,47.1534,41.3665,synthetic_prototype_v1
BAT-03457,0.6884,0.2884,8.5062,0.8239,112.8635,56.5168,synthetic_prototype_v1
BAT-03458,1.0695,0.838,7.1235,0.3456,164.7899,56.5838,synthetic_prototype_v1
BAT-03459,1.8627,1.6536,27.7761,2.0747,404.3065,50.2467,synthetic_prototype_v1
BAT-03460,1.3084,0.5402,27.7397,0.6293,25.2664,85.2596,synthetic_prototype_v1
BAT-03461,0.6575,1.5037,27.2589,1.0335,123.1987,55.459,synthetic_prototype_v1
BAT-03462,1.2875,0.3992,20.9485,0.4848,112.6147,83.5998,synthetic_prototype_v1
BAT-03463,1.5085,0.4913,17.5898,1.1258,97.3165,75.3571,synthetic_prototype_v1
BAT-03464,1.3043,2.3248,21.1895,2.3116,415.3105,40.0,synthetic_prototype_v1
BAT-03465,1.7231,0.2,21.9671,0.5589,89.3119,73.7815,synthetic_prototype_v1
BAT-03466,1.4796,1.8002,32.8209,2.1332,429.9995,50.238,synthetic_prototype_v1
BAT-03467,2.4668,1.1025,14.2282,1.2987,380.9949,50.3726,synthetic_prototype_v1
BAT-03468,0.904,0.2941,11.1749,0.6879,346.3699,54.2316,synthetic_prototype_v1
BAT-03469,2.0404,1.9351,44.2873,2.8123,160.2802,41.0946,synthetic_prototype_v1
BAT-03470,0.9694,0.8661,14.9165,0.3234,291.3945,57.3146,synthetic_prototype_v1
BAT-03471,1.0288,0.3804,24.4583,0.3669,156.0754,69.9938,synthetic_prototype_v1
BAT-03472,1.3342,0.944,17.7985,0.6135,220.1682,67.3222,synthetic_prototype_v1
BAT-03473,0.6035,0.6454,14.6577,1.77,286.6213,51.339,synthetic_prototype_v1
BAT-03474,1.5245,1.5418,15.9707,0.663,216.9526,56.4007,synthetic_prototype_v1
BAT-03475,1.4825,1.0668,24.7424,1.4562,145.4384,63.0856,synthetic_prototype_v1
BAT-03476,1.3283,0.4673,13.7973,0.2945,139.1936,69.4013,synthetic_prototype_v1
BAT-03477,2.204,2.0984,11.1722,1.9799,307.9499,51.2564,synthetic_prototype_v1
BAT-03478,0.8998,2.9807,23.9652,1.7316,243.1364,40.0,synthetic_prototype_v1
BAT-03479,2.3252,0.2983,11.2621,0.5351,107.9927,53.6099,synthetic_prototype_v1
BAT-03480,2.2034,2.5796,34.497,2.0503,390.005,42.836,synthetic_prototype_v1
BAT-03481,0.9498,0.7166,26.1998,0.8819,234.1889,62.4138,synthetic_prototype_v1
BAT-03482,1.704,0.8396,24.1352,2.2809,364.0598,47.9803,synthetic_prototype_v1
BAT-03483,1.8552,0.8941,1.0317,1.9839,414.6164,41.7617,synthetic_prototype_v1
BAT-03484,1.3507,1.1101,29.4017,0.2718,164.6064,65.3634,synthetic_prototype_v1
BAT-03485,0.6393,2.5306,25.2916,0.939,183.081,45.3988,synthetic_prototype_v1
BAT-03486,2.1462,1.6351,21.6289,1.6154,233.4275,52.051,synthetic_prototype_v1
BAT-03487,1.5972,0.3506,38.4556,2.928,148.9579,40.0,synthetic_prototype_v1
BAT-03488,1.3857,1.3526,32.0709,2.3145,166.635,47.1082,synthetic_prototype_v1
BAT-03489,0.5601,0.5933,21.2379,2.9118,222.7024,41.2642,synthetic_prototype_v1
BAT-03490,1.2722,0.6175,24.6425,0.7267,181.6437,74.4132,synthetic_prototype_v1
BAT-03491,1.3846,0.4746,23.7499,0.7676,435.4565,60.3497,synthetic_prototype_v1
BAT-03492,0.562,1.045,28.2718,2.1864,424.1576,50.5369,synthetic_prototype_v1
BAT-03493,1.2332,0.2872,45.3091,2.6998,305.4064,43.5118,synthetic_prototype_v1
BAT-03494,1.7633,2.726,6.1337,1.476,365.3764,40.1113,synthetic_prototype_v1
BAT-03495,1.7691,0.734,24.625,2.3662,162.5522,48.0168,synthetic_prototype_v1
BAT-03496,0.8789,1.4001,31.3461,1.1451,498.1678,54.5017,synthetic_prototype_v1
BAT-03497,1.165,0.3757,14.2784,0.2853,162.9074,65.4594,synthetic_prototype_v1
BAT-03498,1.7612,1.0446,24.2558,0.4072,189.3891,63.331,synthetic_prototype_v1
BAT-03499,1.369,0.2,13.6855,0.3262,65.5365,71.4558,synthetic_prototype_v1
BAT-03500,0.7393,0.7332,40.0225,2.6274,154.8658,41.3205,synthetic_prototype_v1
BAT-03501,1.575,0.9691,38.0881,1.0584,319.0081,52.6241,synthetic_prototype_v1
BAT-03502,0.694,1.6584,2.797,2.4474,182.1882,40.0,synthetic_prototype_v1
BAT-03503,1.64,1.0811,9.8698,0.6089,119.2265,61.4751,synthetic_prototype_v1
BAT-03504,0.9557,1.6698,23.9922,1.4541,349.8176,50.3935,synthetic_prototype_v1
BAT-03505,0.8275,0.3591,33.4018,0.5067,312.5576,50.3927,synthetic_prototype_v1
BAT-03506,1.2676,1.1819,13.737,0.4631,178.0181,61.0667,synthetic_prototype_v1
BAT-03507,2.4733,0.5518,40.8551,1.9515,326.1588,45.5211,synthetic_prototype_v1
BAT-03508,1.4827,0.5356,24.4999,0.368,214.2336,67.8218,synthetic_prototype_v1
BAT-03509,1.7098,0.4013,14.183,0.7796,169.3224,65.0164,synthetic_prototype_v1
BAT-03510,1.5148,0.7225,21.1098,0.745,117.7732,82.5348,synthetic_prototype_v1
BAT-03511,2.2355,1.8459,13.527,0.7861,167.4005,52.3207,synthetic_prototype_v1
BAT-03512,1.3289,0.4272,23.3067,0.2729,223.0025,66.9395,synthetic_prototype_v1
BAT-03513,1.4812,0.3295,22.5849,0.2,20.1573,89.5115,synthetic_prototype_v1
BAT-03514,2.4693,0.7675,33.3547,2.5756,42.3279,43.7706,synthetic_prototype_v1
BAT-03515,1.9157,1.9142,0.5053,2.2864,422.9737,41.5942,synthetic_prototype_v1
BAT-03516,1.2546,0.3117,22.0178,2.8027,168.2943,42.9633,synthetic_prototype_v1
BAT-03517,0.7172,2.6698,45.2179,2.5455,386.9096,40.0,synthetic_prototype_v1
BAT-03518,1.5643,0.3055,21.3298,0.8962,200.02,69.9271,synthetic_prototype_v1
BAT-03519,1.5057,2.7474,21.2796,2.0007,317.9533,40.3348,synthetic_prototype_v1
BAT-03520,1.2171,0.3218,16.4688,1.1113,178.4953,66.4335,synthetic_prototype_v1
BAT-03521,0.9559,0.5971,28.0015,0.4765,97.7335,71.2762,synthetic_prototype_v1
BAT-03522,1.3232,2.4619,7.9207,1.7441,360.83,43.8459,synthetic_prototype_v1
BAT-03523,1.8939,0.9252,26.3054,0.9326,184.4424,60.8141,synthetic_prototype_v1
BAT-03524,1.2128,0.9154,16.5033,0.2859,167.6295,65.7686,synthetic_prototype_v1
BAT-03525,1.35,0.7873,1.7765,0.8676,151.6141,43.4829,synthetic_prototype_v1
BAT-03526,1.5791,1.8916,37.3137,0.5277,208.268,52.0623,synthetic_prototype_v1
BAT-03527,1.7211,0.2922,14.964,0.4569,173.5147,64.7619,synthetic_prototype_v1
BAT-03528,2.3058,1.5612,18.2374,1.6603,68.784,50.1109,synthetic_prototype_v1
BAT-03529,2.0208,1.6972,19.0771,0.2285,219.9246,55.3164,synthetic_prototype_v1
BAT-03530,2.3602,1.3438,2.7295,1.3859,391.5216,40.0,synthetic_prototype_v1
BAT-03531,0.789,0.5827,46.0615,1.4331,329.7191,40.0,synthetic_prototype_v1
BAT-03532,1.3531,0.7113,15.7614,0.7067,157.0619,74.2661,synthetic_prototype_v1
BAT-03533,1.773,0.5065,24.5722,0.6561,129.1558,73.5026,synthetic_prototype_v1
BAT-03534,1.1306,0.7312,24.6634,0.864,216.7855,68.7091,synthetic_prototype_v1
BAT-03535,1.4785,2.6,27.1884,2.1328,268.5638,44.0927,synthetic_prototype_v1
BAT-03536,1.2584,0.7682,22.7223,0.3945,84.5603,84.34,synthetic_prototype_v1
BAT-03537,2.4772,2.3441,1.8356,1.8687,327.8916,40.0,synthetic_prototype_v1
BAT-03538,1.6215,0.2,22.934,0.998,105.9811,73.3329,synthetic_prototype_v1
BAT-03539,2.3736,2.5404,28.0939,1.7713,40.9877,46.1186,synthetic_prototype_v1
BAT-03540,1.8445,1.4354,35.6905,2.8141,405.6152,40.7293,synthetic_prototype_v1
BAT-03541,2.0873,2.4568,9.7419,1.1262,354.2587,42.3722,synthetic_prototype_v1
BAT-03542,1.0988,0.2741,3.0565,0.2171,221.9591,40.0,synthetic_prototype_v1
BAT-03543,1.4256,0.7958,26.8064,0.7294,227.9618,69.0814,synthetic_prototype_v1
BAT-03544,2.2336,0.2101,35.2632,0.7291,405.6142,49.9319,synthetic_prototype_v1
BAT-03545,2.2816,0.5275,10.9558,1.3154,390.5614,50.8203,synthetic_prototype_v1
BAT-03546,0.7691,2.8075,25.3413,0.7031,209.7702,40.0,synthetic_prototype_v1
BAT-03547,1.5551,1.1273,39.3389,1.2965,261.8888,51.5005,synthetic_prototype_v1
BAT-03548,1.1911,0.2,17.4856,0.8548,194.6307,69.1335,synthetic_prototype_v1
BAT-03549,1.6191,1.0697,25.8613,0.7952,166.2406,64.866,synthetic_prototype_v1
BAT-03550,2.4058,0.7955,44.2458,0.799,251.4437,41.0876,synthetic_prototype_v1
BAT-03551,1.5193,0.6111,28.358,1.0192,119.2132,71.6032,synthetic_prototype_v1
BAT-03552,1.0447,0.6051,28.9561,0.641,199.0162,66.3865,synthetic_prototype_v1
BAT-03553,1.2921,2.2538,0.1932,0.8131,368.5974,40.0,synthetic_prototype_v1
BAT-03554,0.9207,0.3104,25.3609,1.0181,21.3928,71.9227,synthetic_prototype_v1
BAT-03555,1.3001,1.8123,1.4035,2.0154,380.9595,40.0,synthetic_prototype_v1
BAT-03556,2.3244,1.7471,42.8308,0.8106,474.9926,42.2304,synthetic_prototype_v1
BAT-03557,1.6753,2.2431,0.6839,0.64,379.9154,40.3192,synthetic_prototype_v1
BAT-03558,0.6105,1.9028,40.6401,1.9005,308.3132,51.0942,synthetic_prototype_v1
BAT-03559,1.5896,0.5318,25.0819,0.6241,181.7117,69.4479,synthetic_prototype_v1
BAT-03560,1.6092,0.7529,18.7557,1.7514,241.0275,56.9638,synthetic_prototype_v1
BAT-03561,1.7128,0.4683,27.3888,1.0162,189.9117,65.792,synthetic_prototype_v1
BAT-03562,1.4927,0.3962,27.8427,0.7354,177.4414,70.6041,synthetic_prototype_v1
BAT-03563,1.2851,2.2582,9.157,1.9556,480.776,44.9315,synthetic_prototype_v1
BAT-03564,1.6806,1.7829,27.7225,2.036,468.5952,47.0477,synthetic_prototype_v1
BAT-03565,1.3672,0.2403,12.2938,0.2579,27.2971,73.0493,synthetic_prototype_v1
BAT-03566,1.3343,0.2,24.2574,0.5338,95.6402,79.8575,synthetic_prototype_v1
BAT-03567,1.0253,1.0658,13.7916,0.3359,37.9503,67.457,synthetic_prototype_v1
BAT-03568,2.1242,2.7408,22.9243,0.2374,146.4682,42.2149,synthetic_prototype_v1
BAT-03569,1.5595,1.6401,46.5749,0.7405,62.5214,40.0,synthetic_prototype_v1
BAT-03570,1.5704,0.8049,14.7676,0.9753,36.7569,75.9344,synthetic_prototype_v1
BAT-03571,1.2535,1.9634,4.3565,0.4984,58.6949,45.48,synthetic_prototype_v1
BAT-03572,0.831,0.5085,40.7966,2.0184,95.4868,47.4786,synthetic_prototype_v1
BAT-03573,1.7444,1.2881,15.3327,0.6184,230.7812,59.8152,synthetic_prototype_v1
BAT-03574,2.3496,2.2694,32.2995,1.5639,344.5896,48.4856,synthetic_prototype_v1
BAT-03575,1.2798,2.0483,35.4931,0.7668,302.4612,49.6975,synthetic_prototype_v1
BAT-03576,1.4056,0.5991,27.8442,0.2,176.5134,66.6338,synthetic_prototype_v1
BAT-03577,1.7437,2.3792,37.1025,1.7146,381.4668,45.0076,synthetic_prototype_v1
BAT-03578,1.2667,1.3581,41.7202,0.7184,426.0354,44.8806,synthetic_prototype_v1
BAT-03579,1.5453,0.2,17.0875,0.5094,101.4596,74.5764,synthetic_prototype_v1
BAT-03580,1.6913,1.0888,25.1237,0.9215,92.9441,72.3537,synthetic_prototype_v1
BAT-03581,0.9325,2.1052,13.7292,0.69,331.2649,53.1037,synthetic_prototype_v1
BAT-03582,1.027,1.174,45.6771,2.6248,330.2276,40.0,synthetic_prototype_v1
BAT-03583,1.973,1.8517,10.5002,1.8531,202.1227,54.1915,synthetic_prototype_v1
BAT-03584,1.22,0.7206,17.944,1.1337,201.1324,64.3576,synthetic_prototype_v1
BAT-03585,1.1531,2.3165,4.5585,1.8713,22.5689,44.3191,synthetic_prototype_v1
BAT-03586,1.5014,0.2915,20.3703,0.6906,150.1514,75.9935,synthetic_prototype_v1
BAT-03587,1.5167,1.4557,41.6142,1.1781,486.8415,46.7847,synthetic_prototype_v1
BAT-03588,2.38,1.0189,21.1259,0.5844,236.638,48.5613,synthetic_prototype_v1
BAT-03589,1.7889,0.9906,9.8646,0.8029,54.38,61.7327,synthetic_prototype_v1
BAT-03590,0.8389,0.4921,30.8184,0.8026,56.81,64.6275,synthetic_prototype_v1
BAT-03591,1.6677,0.2,27.7016,0.3367,67.0147,73.0171,synthetic_prototype_v1
BAT-03592,2.2309,1.1018,9.922,0.6821,425.3924,50.9365,synthetic_prototype_v1
BAT-03593,1.6991,0.622,23.6299,0.7022,215.3135,67.6959,synthetic_prototype_v1
BAT-03594,1.8533,2.1203,43.9015,2.1911,150.4794,41.0505,synthetic_prototype_v1
BAT-03595,1.3726,2.798,25.3983,0.2068,362.6274,41.2041,synthetic_prototype_v1
BAT-03596,2.0916,1.7351,6.2692,2.2831,364.9341,47.4957,synthetic_prototype_v1
BAT-03597,2.0314,0.2,14.4454,0.7202,150.9462,57.0145,synthetic_prototype_v1
BAT-03598,1.4568,1.542,13.7565,0.3665,376.5199,55.3434,synthetic_prototype_v1
BAT-03599,1.0888,1.0124,23.2448,0.8068,103.2673,76.0922,synthetic_prototype_v1
BAT-03600,0.9291,0.6014,45.7421,1.0797,201.0182,40.0,synthetic_prototype_v1
BAT-03601,1.4846,0.4827,24.121,0.8013,82.0077,86.1365,synthetic_prototype_v1
BAT-03602,1.3365,0.7225,24.4427,0.8785,22.63,91.5683,synthetic_prototype_v1
BAT-03603,2.1289,1.9204,18.9796,1.499,495.5763,46.7534,synthetic_prototype_v1
BAT-03604,0.7155,2.0278,32.2303,0.5974,174.7661,50.4091,synthetic_prototype_v1
BAT-03605,1.4479,0.2342,23.8826,1.8222,308.3461,53.4757,synthetic_prototype_v1
BAT-03606,2.0547,1.5952,22.564,0.956,264.1902,52.7792,synthetic_prototype_v1
BAT-03607,1.0841,1.0429,13.8597,0.5944,171.7645,61.3677,synthetic_prototype_v1
BAT-03608,1.4663,0.4638,16.5967,0.7845,126.845,76.2777,synthetic_prototype_v1
BAT-03609,0.814,0.7768,27.9409,0.2113,192.5957,56.9865,synthetic_prototype_v1
BAT-03610,1.1383,2.7453,17.8866,2.0824,72.0252,40.0,synthetic_prototype_v1
BAT-03611,2.4063,0.8867,32.5928,0.2223,430.7686,50.0981,synthetic_prototype_v1
BAT-03612,1.4677,0.5713,25.9828,0.5791,131.7725,76.5639,synthetic_prototype_v1
BAT-03613,1.1671,2.6205,31.6291,0.5945,317.8648,45.001,synthetic_prototype_v1
BAT-03614,0.7374,1.4232,26.8676,2.218,371.5358,48.5665,synthetic_prototype_v1
BAT-03615,0.736,1.3012,13.1146,2.8836,333.6443,43.3634,synthetic_prototype_v1
BAT-03616,1.4196,0.7438,25.0828,0.7201,220.6942,70.4724,synthetic_prototype_v1
BAT-03617,1.0248,1.8507,1.3993,2.0461,209.2143,41.3813,synthetic_prototype_v1
BAT-03618,1.7206,0.4653,13.9306,0.4243,55.6196,72.7536,synthetic_prototype_v1
BAT-03619,1.2997,0.5823,12.4631,0.2,206.6309,65.6908,synthetic_prototype_v1
BAT-03620,0.9957,1.0983,8.7276,2.1686,80.405,48.0202,synthetic_prototype_v1
BAT-03621,2.4384,2.4744,16.7723,2.0555,312.1113,45.2897,synthetic_prototype_v1
BAT-03622,1.6371,0.9274,4.9977,1.8627,246.2657,51.14,synthetic_prototype_v1
BAT-03623,0.6267,2.789,16.9516,0.9084,272.039,40.0,synthetic_prototype_v1
BAT-03624,2.3152,0.7482,10.0909,0.8927,274.2318,53.7782,synthetic_prototype_v1
BAT-03625,0.855,2.2356,43.9613,2.9254,67.8087,43.5906,synthetic_prototype_v1
BAT-03626,0.6696,0.7455,12.4086,0.8552,414.9362,50.8475,synthetic_prototype_v1
BAT-03627,0.8771,1.4455,46.3142,0.4152,199.7729,40.0,synthetic_prototype_v1
BAT-03628,1.4259,0.4595,26.0957,0.5377,219.1003,67.4514,synthetic_prototype_v1
BAT-03629,0.7615,1.4442,32.9846,0.7659,49.376,50.5077,synthetic_prototype_v1
BAT-03630,1.8258,2.3224,38.467,1.5465,202.4053,48.0728,synthetic_prototype_v1
BAT-03631,0.7212,2.2879,45.5206,1.8607,40.0629,40.0,synthetic_prototype_v1
BAT-03632,1.5677,1.5009,13.6803,1.5293,354.7285,52.3302,synthetic_prototype_v1
BAT-03633,1.544,2.8588,26.9242,0.6844,241.3731,41.1745,synthetic_prototype_v1
BAT-03634,1.3558,0.8278,29.5777,0.4533,133.5303,71.8268,synthetic_prototype_v1
BAT-03635,1.9987,1.9234,19.8887,2.9974,168.5599,40.0,synthetic_prototype_v1
BAT-03636,1.0564,0.6156,22.4764,0.6171,153.5639,69.4912,synthetic_prototype_v1
BAT-03637,1.8475,1.1192,20.3769,0.5663,128.5823,63.05,synthetic_prototype_v1
BAT-03638,2.4561,2.6698,22.4151,2.0456,121.6139,40.3201,synthetic_prototype_v1
BAT-03639,1.2538,1.1613,23.7309,0.4168,140.2725,71.8951,synthetic_prototype_v1
BAT-03640,1.5063,0.9572,7.4402,1.0542,97.5276,56.4198,synthetic_prototype_v1
BAT-03641,1.2963,0.5818,21.5691,0.5132,137.8187,75.9206,synthetic_prototype_v1
BAT-03642,1.9192,2.0157,29.5387,2.2455,307.2487,44.4465,synthetic_prototype_v1
BAT-03643,2.013,1.0078,36.6198,2.3589,362.2559,43.6302,synthetic_prototype_v1
BAT-03644,1.6302,2.5202,1.3198,1.9086,349.3122,40.0,synthetic_prototype_v1
BAT-03645,2.0784,0.2,20.6012,0.9225,127.7639,59.2165,synthetic_prototype_v1
BAT-03646,1.1726,1.4984,30.0476,0.3012,230.2693,55.5519,synthetic_prototype_v1
BAT-03647,1.3183,1.438,9.5947,0.5802,54.9461,57.3765,synthetic_prototype_v1
BAT-03648,1.7187,0.3744,12.7748,0.2,61.4263,71.4466,synthetic_prototype_v1
BAT-03649,1.7838,0.6345,23.5778,0.6682,53.4836,78.9074,synthetic_prototype_v1
BAT-03650,1.4299,2.1475,8.6994,2.9067,386.144,40.0,synthetic_prototype_v1
BAT-03651,0.5219,1.195,40.5593,1.5201,11.2883,51.7603,synthetic_prototype_v1
BAT-03652,1.3014,0.4095,16.2209,0.3676,244.7688,67.5323,synthetic_prototype_v1
BAT-03653,1.8721,0.6319,2.7272,1.6785,95.2294,40.0,synthetic_prototype_v1
BAT-03654,1.1207,1.0896,5.3109,1.7235,496.2356,50.0898,synthetic_prototype_v1
BAT-03655,2.466,0.3881,20.036,2.3614,166.0078,47.3524,synthetic_prototype_v1
BAT-03656,1.3893,0.4323,29.5078,0.2541,242.1068,64.2201,synthetic_prototype_v1
BAT-03657,2.3724,1.2608,39.6941,2.4057,321.1328,47.0922,synthetic_prototype_v1
BAT-03658,1.0171,2.5594,49.993,1.2455,327.6582,40.0,synthetic_prototype_v1
BAT-03659,1.5197,1.8125,1.0902,0.4382,125.0672,40.8809,synthetic_prototype_v1
BAT-03660,0.8264,1.9434,9.806,2.4604,282.7283,46.3538,synthetic_prototype_v1
BAT-03661,0.7702,0.2544,29.9332,2.133,317.8245,50.5757,synthetic_prototype_v1
BAT-03662,1.9789,2.7151,18.8497,2.3396,482.6835,40.0,synthetic_prototype_v1
BAT-03663,0.976,0.6225,21.5226,0.3131,192.2878,66.3175,synthetic_prototype_v1
BAT-03664,2.0245,1.1319,18.8696,0.4487,174.5896,59.4402,synthetic_prototype_v1
BAT-03665,2.385,2.3093,18.9776,2.7207,421.4595,40.0,synthetic_prototype_v1
BAT-03666,1.2758,0.5509,20.2885,0.4405,102.6898,82.3956,synthetic_prototype_v1
BAT-03667,1.7277,2.1705,8.273,0.8851,497.1628,49.9267,synthetic_prototype_v1
