experiment_id,coagulant_dose_mg_l,ph,contact_time_min,temperature_c,mixing_speed_rpm,turbidity_removal_percent,source
WAT-02953,50.5809,9.2206,10.6189,8.3269,268.9947,30.0,synthetic_prototype_v1
WAT-02954,39.0739,8.3049,92.0979,21.3349,151.078,56.0115,synthetic_prototype_v1
WAT-02955,53.9419,5.913,25.126,21.1056,109.1898,61.3068,synthetic_prototype_v1
WAT-02956,28.4346,9.1551,48.5433,39.1783,185.7971,31.4161,synthetic_prototype_v1
WAT-02957,14.0341,5.9295,39.2556,24.3837,140.3186,45.6005,synthetic_prototype_v1
WAT-02958,32.3912,8.7925,28.1675,15.0226,70.9514,42.1502,synthetic_prototype_v1
WAT-02959,12.2166,6.1407,40.9095,14.5035,139.6099,43.1924,synthetic_prototype_v1
WAT-02960,47.6893,9.3549,119.85,26.6583,195.9204,31.7794,synthetic_prototype_v1
WAT-02961,23.0017,6.8269,85.9262,28.8865,62.2571,55.2693,synthetic_prototype_v1
WAT-02962,36.7406,4.32,11.8231,22.1775,261.3935,30.236,synthetic_prototype_v1
WAT-02963,89.3627,4.6543,35.397,29.394,236.1626,31.7032,synthetic_prototype_v1
WAT-02964,98.7376,9.3173,70.8296,21.9426,131.3185,32.3917,synthetic_prototype_v1
WAT-02965,44.5833,4.5408,37.6676,32.5074,140.8048,30.0,synthetic_prototype_v1
WAT-02966,48.9895,8.2754,63.5798,20.9779,109.037,54.3604,synthetic_prototype_v1
WAT-02967,74.2058,5.3253,43.2081,6.2672,222.9295,34.8942,synthetic_prototype_v1
WAT-02968,46.8713,7.0303,43.5597,8.3148,135.5957,74.3843,synthetic_prototype_v1
WAT-02969,5.054,8.9724,16.8099,24.9927,220.7431,31.0381,synthetic_prototype_v1
WAT-02970,82.1165,4.3117,77.6753,8.6081,181.1023,30.0,synthetic_prototype_v1
WAT-02971,36.9323,5.4644,62.4512,36.5515,179.9927,46.6165,synthetic_prototype_v1
WAT-02972,49.8845,7.3226,66.4735,29.2705,185.5799,53.2115,synthetic_prototype_v1
WAT-02973,40.343,5.4897,32.5317,18.4762,113.8962,60.551,synthetic_prototype_v1
WAT-02974,34.5616,6.769,45.4136,15.6269,100.925,82.2636,synthetic_prototype_v1
WAT-02975,62.0798,6.7251,107.2139,37.8512,142.1974,60.203,synthetic_prototype_v1
WAT-02976,44.9211,4.8984,62.8328,23.0402,294.8547,32.9339,synthetic_prototype_v1
WAT-02977,39.0802,6.2995,21.7315,28.3752,120.1858,74.46,synthetic_prototype_v1
WAT-02978,42.4019,6.6352,16.7144,21.2226,90.6367,69.3435,synthetic_prototype_v1
WAT-02979,79.0876,6.8802,28.1828,32.3587,111.6451,40.2957,synthetic_prototype_v1
WAT-02980,84.439,6.3095,38.8855,26.5004,69.5373,37.4306,synthetic_prototype_v1
WAT-02981,44.4406,8.1863,27.7592,26.6029,77.8306,48.8546,synthetic_prototype_v1
WAT-02982,73.4661,7.8964,69.9006,34.2005,292.1416,30.0,synthetic_prototype_v1
WAT-02983,50.1783,5.0688,59.6812,7.7836,52.8922,43.3591,synthetic_prototype_v1
WAT-02984,38.4533,7.409,77.9044,23.2004,133.2032,79.5903,synthetic_prototype_v1
WAT-02985,17.513,6.4663,14.6077,12.0914,185.2454,43.1434,synthetic_prototype_v1
WAT-02986,68.4983,9.0442,79.8419,26.4506,293.3064,32.126,synthetic_prototype_v1
WAT-02987,54.9911,7.2843,24.9109,11.9898,145.3561,56.8454,synthetic_prototype_v1
WAT-02988,59.6128,7.5686,38.2829,33.0655,79.3249,51.4744,synthetic_prototype_v1
WAT-02989,47.3848,9.2544,104.2064,8.6099,287.522,30.0,synthetic_prototype_v1
WAT-02990,81.706,5.1327,100.0202,18.6403,274.6264,32.1848,synthetic_prototype_v1
WAT-02991,22.9277,4.6726,36.23,35.2123,242.6973,30.0,synthetic_prototype_v1
WAT-02992,9.1301,4.9712,7.9815,12.3673,174.7061,37.0299,synthetic_prototype_v1
WAT-02993,83.8116,6.3817,73.3754,9.812,135.6957,36.8639,synthetic_prototype_v1
WAT-02994,29.571,6.7504,43.4745,9.4017,117.8131,76.3846,synthetic_prototype_v1
WAT-02995,61.9614,9.4841,22.1662,17.0671,275.1173,31.2873,synthetic_prototype_v1
WAT-02996,54.5912,9.1252,21.0543,8.9509,210.5437,30.9143,synthetic_prototype_v1
WAT-02997,14.7658,4.5403,82.829,25.6414,172.363,30.0,synthetic_prototype_v1
WAT-02998,50.154,5.268,96.5371,11.7055,67.9721,44.9659,synthetic_prototype_v1
WAT-02999,34.0632,5.6846,25.2743,25.699,145.8301,59.0625,synthetic_prototype_v1
WAT-03000,43.9229,6.5293,32.6916,25.8352,172.9449,59.931,synthetic_prototype_v1
WAT-03001,72.598,5.9084,6.66,15.6649,97.1394,38.28,synthetic_prototype_v1
WAT-03002,44.3469,4.3913,36.7549,20.6223,201.4735,30.0,synthetic_prototype_v1
WAT-03003,26.714,6.8445,14.0876,13.0579,122.884,65.011,synthetic_prototype_v1
WAT-03004,71.5252,7.4492,40.1834,7.4453,297.3348,30.0,synthetic_prototype_v1
WAT-03005,19.4212,6.6795,99.6211,16.7845,112.3446,61.4943,synthetic_prototype_v1
WAT-03006,6.3239,4.7141,68.5664,32.1479,157.9631,30.0,synthetic_prototype_v1
WAT-03007,52.2765,5.0489,55.0349,26.7472,50.8406,40.4885,synthetic_prototype_v1
WAT-03008,75.9755,9.865,57.4758,12.8919,234.0275,30.0,synthetic_prototype_v1
WAT-03009,16.819,8.0496,52.4294,24.8735,97.589,48.8894,synthetic_prototype_v1
WAT-03010,7.9277,7.4489,110.45,25.6068,166.9868,38.4496,synthetic_prototype_v1
WAT-03011,80.8526,7.9274,58.1085,8.8244,161.3623,32.9417,synthetic_prototype_v1
WAT-03012,20.4299,6.239,44.0216,5.0,116.6655,54.4625,synthetic_prototype_v1
WAT-03013,32.4657,6.6086,49.063,11.4311,96.5901,73.068,synthetic_prototype_v1
WAT-03014,67.2686,5.7962,79.5073,31.2969,232.1777,30.0,synthetic_prototype_v1
WAT-03015,50.8188,7.1778,81.5732,13.0096,243.8852,30.4626,synthetic_prototype_v1
WAT-03016,30.4705,5.1397,35.596,20.8815,140.339,55.1838,synthetic_prototype_v1
WAT-03017,6.8082,4.4487,71.7779,28.1054,54.168,30.0,synthetic_prototype_v1
WAT-03018,79.5486,5.8517,45.9749,14.8367,89.9668,36.2888,synthetic_prototype_v1
WAT-03019,13.5245,7.6311,36.8312,32.797,213.98,35.8175,synthetic_prototype_v1
WAT-03020,9.6141,8.0677,81.8264,15.4988,96.2048,40.7072,synthetic_prototype_v1
WAT-03021,57.8171,5.0381,78.6392,24.8283,282.3097,30.3423,synthetic_prototype_v1
WAT-03022,47.7151,9.7857,55.1813,36.3698,285.5159,30.0,synthetic_prototype_v1
WAT-03023,41.7757,6.4334,60.9474,22.8508,84.6014,74.4652,synthetic_prototype_v1
WAT-03024,40.2376,9.6688,114.4607,33.4946,157.6577,30.0,synthetic_prototype_v1
WAT-03025,40.5475,8.605,66.8008,24.2365,116.3356,47.6279,synthetic_prototype_v1
WAT-03026,52.1761,7.5167,119.1241,30.6966,144.2906,64.6483,synthetic_prototype_v1
WAT-03027,8.0441,7.2959,87.2929,5.1863,50.6536,39.7603,synthetic_prototype_v1
WAT-03028,98.1195,6.7659,71.7468,10.414,226.6614,33.8107,synthetic_prototype_v1
WAT-03029,15.0463,6.5002,56.9438,20.3366,129.666,57.937,synthetic_prototype_v1
WAT-03030,41.5007,6.7521,44.6057,19.1542,141.9372,79.6191,synthetic_prototype_v1
WAT-03031,70.562,4.636,105.6754,13.0554,124.9417,30.0,synthetic_prototype_v1
WAT-03032,40.6948,7.4944,5.0,16.1371,118.782,66.3,synthetic_prototype_v1
WAT-03033,93.278,4.2186,66.7353,6.2409,239.4834,32.136,synthetic_prototype_v1
WAT-03034,20.2559,9.4596,14.6146,27.7349,95.2425,30.326,synthetic_prototype_v1
WAT-03035,19.5261,5.7997,42.4375,21.4392,88.8264,50.0465,synthetic_prototype_v1
WAT-03036,36.363,8.1947,41.1195,18.9671,136.055,59.0521,synthetic_prototype_v1
WAT-03037,27.8964,7.4561,48.4698,14.1617,143.7219,65.8204,synthetic_prototype_v1
WAT-03038,67.3418,5.18,9.2382,5.1557,183.5376,36.9983,synthetic_prototype_v1
WAT-03039,8.8144,9.9122,18.02,36.2808,132.4113,32.9039,synthetic_prototype_v1
WAT-03040,31.5387,5.604,50.1814,25.8182,284.6594,30.0506,synthetic_prototype_v1
WAT-03041,60.7768,6.1881,68.1328,34.2742,104.9707,61.5114,synthetic_prototype_v1
WAT-03042,53.0122,5.9475,14.5983,26.2606,70.254,48.9182,synthetic_prototype_v1
WAT-03043,33.6511,6.6952,21.8845,20.1265,119.8902,76.9141,synthetic_prototype_v1
WAT-03044,48.179,6.9973,26.6857,16.6836,132.8928,75.0611,synthetic_prototype_v1
WAT-03045,28.6861,7.0174,61.1559,10.4255,87.0782,67.94,synthetic_prototype_v1
WAT-03046,62.2235,6.4116,62.6178,23.6096,50.0,46.333,synthetic_prototype_v1
WAT-03047,60.3829,4.9547,41.4701,6.313,60.5025,37.3985,synthetic_prototype_v1
WAT-03048,44.1646,7.3283,63.6512,12.0072,182.0622,52.4916,synthetic_prototype_v1
WAT-03049,9.5005,7.5109,62.2194,35.3484,112.5022,46.2867,synthetic_prototype_v1
WAT-03050,48.358,7.8648,25.0796,20.7397,149.6781,57.8665,synthetic_prototype_v1
WAT-03051,16.2555,4.962,61.2958,26.8386,57.5562,34.5448,synthetic_prototype_v1
WAT-03052,81.4143,7.859,15.5625,35.3134,68.0409,35.917,synthetic_prototype_v1
WAT-03053,33.12,5.8192,20.9158,19.4221,124.1013,60.961,synthetic_prototype_v1
WAT-03054,63.7728,8.0321,12.7388,23.0925,191.1636,40.0545,synthetic_prototype_v1
WAT-03055,19.5933,7.3416,21.2602,19.453,57.5441,41.1093,synthetic_prototype_v1
WAT-03056,27.9557,9.3562,49.339,26.9766,67.9563,32.1289,synthetic_prototype_v1
WAT-03057,30.6824,5.6349,15.5191,5.3526,98.872,51.2917,synthetic_prototype_v1
WAT-03058,52.9304,4.0299,86.8117,23.2017,227.8737,31.6591,synthetic_prototype_v1
WAT-03059,71.5837,8.2596,22.8214,5.8946,131.7903,42.257,synthetic_prototype_v1
WAT-03060,45.4588,6.2588,56.244,29.2264,107.8521,79.0265,synthetic_prototype_v1
WAT-03061,94.0199,5.2524,34.2987,29.8933,277.9983,30.0,synthetic_prototype_v1
WAT-03062,15.3224,8.7343,64.3848,25.0778,75.9629,37.9294,synthetic_prototype_v1
WAT-03063,77.8532,8.6748,105.9616,32.5228,70.7478,35.9891,synthetic_prototype_v1
WAT-03064,24.0174,4.2794,14.8751,9.2925,211.5025,30.0,synthetic_prototype_v1
WAT-03065,33.3325,7.0343,26.3823,26.2305,162.5739,63.3298,synthetic_prototype_v1
WAT-03066,33.0142,6.9732,88.8046,15.8375,78.6554,70.2782,synthetic_prototype_v1
WAT-03067,23.9686,6.7938,79.2745,21.3622,151.1192,63.8838,synthetic_prototype_v1
WAT-03068,10.1775,9.512,54.9795,18.6944,249.8218,30.0,synthetic_prototype_v1
WAT-03069,21.0429,5.0861,102.1483,35.537,104.1679,48.3161,synthetic_prototype_v1
WAT-03070,58.4062,8.4248,96.7624,37.5047,91.4574,43.6659,synthetic_prototype_v1
WAT-03071,32.573,6.0071,40.2318,20.7396,148.7572,65.4775,synthetic_prototype_v1
WAT-03072,17.092,6.2992,52.79,12.0183,110.2038,53.9522,synthetic_prototype_v1
WAT-03073,18.9406,5.86,95.4769,18.2465,252.5178,30.0,synthetic_prototype_v1
WAT-03074,7.0637,6.7301,34.4534,9.035,163.5622,42.1351,synthetic_prototype_v1
WAT-03075,24.2092,6.7494,29.72,17.9451,95.2267,62.1513,synthetic_prototype_v1
WAT-03076,82.824,7.9723,68.6408,36.9525,160.5213,32.6875,synthetic_prototype_v1
WAT-03077,82.3319,4.921,118.4086,16.5294,248.9366,31.411,synthetic_prototype_v1
WAT-03078,31.1272,7.24,6.0513,13.366,99.2547,58.4894,synthetic_prototype_v1
WAT-03079,26.3962,8.0789,53.2934,10.6787,55.6344,45.7701,synthetic_prototype_v1
WAT-03080,45.9632,6.0263,38.6599,20.5193,97.24,69.973,synthetic_prototype_v1
WAT-03081,78.2235,9.8009,43.2312,39.4688,287.9642,30.5251,synthetic_prototype_v1
WAT-03082,32.9949,6.6431,29.0597,15.3933,90.132,67.5544,synthetic_prototype_v1
WAT-03083,7.0098,4.6433,93.4389,7.0314,207.258,31.72,synthetic_prototype_v1
WAT-03084,9.8009,8.7585,79.5855,24.4665,71.5193,35.7058,synthetic_prototype_v1
WAT-03085,52.4132,7.9687,31.8231,16.5029,92.3878,55.3071,synthetic_prototype_v1
WAT-03086,85.0595,7.7385,48.0446,6.7002,217.9351,34.6567,synthetic_prototype_v1
WAT-03087,33.9469,9.4408,108.9359,18.0015,190.816,30.0,synthetic_prototype_v1
WAT-03088,75.5558,8.04,119.627,35.4618,204.2698,31.3012,synthetic_prototype_v1
WAT-03089,54.3968,6.0901,44.5167,21.6131,97.5695,63.514,synthetic_prototype_v1
WAT-03090,99.7183,4.5069,68.0269,15.5088,187.5212,30.0,synthetic_prototype_v1
WAT-03091,40.7541,4.3981,87.422,18.9683,297.3385,32.4963,synthetic_prototype_v1
WAT-03092,39.0786,5.4001,101.7239,10.277,80.5949,53.0556,synthetic_prototype_v1
WAT-03093,78.1678,6.1847,114.5888,33.5015,207.1403,31.3839,synthetic_prototype_v1
WAT-03094,70.5882,8.638,116.9821,20.9081,88.3654,37.8826,synthetic_prototype_v1
WAT-03095,39.5892,6.031,61.9943,19.639,164.1305,61.4044,synthetic_prototype_v1
WAT-03096,76.4365,4.541,101.9177,32.9732,266.7794,30.0,synthetic_prototype_v1
WAT-03097,48.0681,7.1368,43.3293,19.6835,144.0974,69.8036,synthetic_prototype_v1
WAT-03098,20.7165,5.9205,15.8446,10.9385,132.9198,49.9235,synthetic_prototype_v1
WAT-03099,86.7268,8.0954,61.913,8.8827,231.9628,30.0,synthetic_prototype_v1
WAT-03100,58.6974,6.3645,22.8094,9.454,54.0488,47.5484,synthetic_prototype_v1
WAT-03101,86.6034,4.006,102.6425,39.2885,110.0225,30.0,synthetic_prototype_v1
WAT-03102,5.0,7.5171,28.8604,22.6303,139.4984,36.6782,synthetic_prototype_v1
WAT-03103,52.7724,7.5669,12.4249,9.9577,122.6265,58.9721,synthetic_prototype_v1
WAT-03104,35.774,8.0555,87.2393,21.7359,125.338,68.7732,synthetic_prototype_v1
WAT-03105,95.7842,9.7352,5.7004,19.4613,194.5268,33.4599,synthetic_prototype_v1
WAT-03106,10.5906,9.7323,89.9067,9.9001,141.4694,30.0,synthetic_prototype_v1
WAT-03107,34.8718,9.5836,104.2136,23.8876,196.3955,31.3247,synthetic_prototype_v1
WAT-03108,75.0639,7.5532,16.5524,32.465,66.5897,40.6518,synthetic_prototype_v1
WAT-03109,27.7357,6.6735,16.2414,11.4835,154.1996,60.8947,synthetic_prototype_v1
WAT-03110,33.4702,5.0793,5.9192,7.0454,87.4637,41.7385,synthetic_prototype_v1
WAT-03111,35.0894,5.9075,30.741,6.8567,180.1345,49.5565,synthetic_prototype_v1
WAT-03112,35.4026,7.6414,11.9814,17.508,144.6189,62.4284,synthetic_prototype_v1
WAT-03113,50.2657,6.5711,49.6006,17.5463,81.5222,65.8559,synthetic_prototype_v1
WAT-03114,47.7867,6.1073,13.4158,6.0714,116.7469,63.8316,synthetic_prototype_v1
WAT-03115,25.1154,7.8608,100.479,19.8405,196.1767,39.4487,synthetic_prototype_v1
WAT-03116,83.3195,6.1331,102.9795,33.1219,250.0322,30.0,synthetic_prototype_v1
WAT-03117,78.078,5.7783,107.0076,26.3655,292.441,30.0,synthetic_prototype_v1
WAT-03118,46.6467,7.5977,38.607,38.121,157.161,62.652,synthetic_prototype_v1
WAT-03119,75.8714,9.6373,65.9959,25.6028,117.025,31.1812,synthetic_prototype_v1
WAT-03120,25.9445,5.0959,35.4472,14.4763,164.155,40.0858,synthetic_prototype_v1
WAT-03121,59.2609,4.427,26.8606,30.7889,278.5974,30.0,synthetic_prototype_v1
WAT-03122,85.8007,7.6624,75.5771,33.0586,93.8531,32.7111,synthetic_prototype_v1
WAT-03123,34.8631,4.7643,49.1766,19.6607,108.3421,34.0378,synthetic_prototype_v1
WAT-03124,40.6317,6.2831,92.7807,14.0243,159.571,67.2563,synthetic_prototype_v1
WAT-03125,20.7046,7.0358,12.626,22.7367,87.3475,53.8044,synthetic_prototype_v1
WAT-03126,30.9861,7.8597,30.9635,10.6977,178.9768,48.217,synthetic_prototype_v1
WAT-03127,50.1808,7.0731,13.2216,22.2963,167.0107,56.9599,synthetic_prototype_v1
WAT-03128,55.5795,7.0599,47.8985,29.6123,128.2634,69.6729,synthetic_prototype_v1
WAT-03129,94.5284,6.0422,46.9263,10.9638,74.1626,31.808,synthetic_prototype_v1
WAT-03130,33.7195,7.1073,96.4422,22.2572,111.8972,82.896,synthetic_prototype_v1
WAT-03131,21.3362,8.3376,14.2169,30.299,255.5642,30.5045,synthetic_prototype_v1
WAT-03132,14.3777,5.7891,105.3193,14.5467,134.7897,46.1562,synthetic_prototype_v1
WAT-03133,32.9262,5.6608,98.3624,33.9965,260.8926,30.0,synthetic_prototype_v1
WAT-03134,24.1281,9.8801,44.0189,28.268,88.2168,30.0,synthetic_prototype_v1
WAT-03135,44.5779,7.1246,101.143,13.9975,92.6354,79.106,synthetic_prototype_v1
WAT-03136,46.5294,8.2997,20.9514,35.6679,126.0008,54.5148,synthetic_prototype_v1
WAT-03137,14.4869,5.8622,38.2121,25.8936,62.417,38.8316,synthetic_prototype_v1
WAT-03138,26.216,9.0944,31.0869,18.2289,136.2423,34.3669,synthetic_prototype_v1
WAT-03139,84.4489,6.2592,48.7866,30.6733,279.697,34.1695,synthetic_prototype_v1
WAT-03140,25.8927,6.4068,13.3401,17.0801,111.7766,61.2711,synthetic_prototype_v1
WAT-03141,56.3175,6.3229,42.4406,12.0435,122.4746,62.6844,synthetic_prototype_v1
WAT-03142,33.3883,7.0022,20.8177,17.5231,110.1391,72.0338,synthetic_prototype_v1
WAT-03143,94.9954,4.8699,66.2352,28.6985,176.7044,30.8854,synthetic_prototype_v1
WAT-03144,35.5468,8.3021,78.3612,29.3382,223.9551,34.6844,synthetic_prototype_v1
WAT-03145,73.3793,9.7909,61.3426,24.4468,58.7715,30.0,synthetic_prototype_v1
WAT-03146,39.5982,4.7691,62.6418,25.7297,155.7127,37.284,synthetic_prototype_v1
WAT-03147,99.8806,8.5805,87.2876,22.6097,157.8968,31.5512,synthetic_prototype_v1
WAT-03148,46.6467,6.2193,70.8395,5.0,50.0,50.3849,synthetic_prototype_v1
WAT-03149,80.9282,4.0709,43.2815,12.5159,171.2497,30.0,synthetic_prototype_v1
WAT-03150,20.5398,6.8974,57.9235,39.4579,250.1821,30.0,synthetic_prototype_v1
WAT-03151,12.0183,6.2295,31.8563,20.8215,170.6334,38.6157,synthetic_prototype_v1
WAT-03152,59.5806,5.6549,11.1195,25.4165,143.6055,47.8612,synthetic_prototype_v1
WAT-03153,33.8607,8.2895,14.0327,39.0323,191.8217,39.7702,synthetic_prototype_v1
WAT-03154,66.4718,4.3709,13.6353,7.8563,184.9813,30.8587,synthetic_prototype_v1
WAT-03155,21.4711,6.3115,9.8402,22.5117,76.1572,48.5804,synthetic_prototype_v1
WAT-03156,43.3833,4.0975,75.7468,22.0631,163.6721,30.0,synthetic_prototype_v1
WAT-03157,21.8423,6.9273,45.9518,23.2006,124.6304,68.3821,synthetic_prototype_v1
WAT-03158,55.8153,4.5714,33.1063,24.7888,172.3526,32.5178,synthetic_prototype_v1
WAT-03159,12.7558,6.6029,20.7074,25.8987,129.2066,48.689,synthetic_prototype_v1
WAT-03160,30.9164,6.4941,84.571,5.796,159.5586,67.6311,synthetic_prototype_v1
WAT-03161,76.6558,8.8258,59.2845,27.279,133.6559,34.3458,synthetic_prototype_v1
WAT-03162,90.5087,6.3997,79.3106,24.0362,210.8227,30.0,synthetic_prototype_v1
WAT-03163,77.4998,4.0379,14.3707,15.8706,215.0109,30.0,synthetic_prototype_v1
WAT-03164,71.5167,6.6701,31.7372,16.4264,120.3363,45.807,synthetic_prototype_v1
WAT-03165,14.484,6.5441,38.9611,8.1218,155.4833,45.2277,synthetic_prototype_v1
WAT-03166,73.5745,8.1284,113.9595,12.4259,202.2885,33.0624,synthetic_prototype_v1
WAT-03167,15.956,6.2005,61.4456,37.1874,190.7182,41.2575,synthetic_prototype_v1
WAT-03168,67.9685,6.7186,82.6297,26.0094,107.4756,49.2148,synthetic_prototype_v1
WAT-03169,18.9028,6.2204,94.5167,12.956,110.7483,58.7369,synthetic_prototype_v1
WAT-03170,35.0902,6.0856,10.954,13.2455,109.0209,64.8359,synthetic_prototype_v1
WAT-03171,79.4703,6.0483,89.1103,38.1942,274.0362,30.0,synthetic_prototype_v1
WAT-03172,29.4579,8.0841,116.9332,33.9603,130.6313,59.3291,synthetic_prototype_v1
WAT-03173,17.0564,5.7971,18.8554,9.0265,88.9865,44.0826,synthetic_prototype_v1
WAT-03174,52.5199,7.9204,47.4514,10.7067,240.0689,30.0,synthetic_prototype_v1
WAT-03175,38.7407,8.2873,17.1464,10.9463,230.5418,34.8355,synthetic_prototype_v1
WAT-03176,44.8222,5.5728,27.1302,22.5344,79.8466,55.5103,synthetic_prototype_v1
WAT-03177,30.2068,6.709,107.8552,22.6201,143.1221,79.8629,synthetic_prototype_v1
WAT-03178,72.4841,5.7816,57.0315,29.799,61.6469,40.1743,synthetic_prototype_v1
WAT-03179,37.9526,6.0046,23.495,10.9726,229.2703,30.6204,synthetic_prototype_v1
WAT-03180,38.5671,5.2672,105.3986,9.8414,260.5358,30.5585,synthetic_prototype_v1
WAT-03181,77.2014,4.9863,35.2974,21.8157,153.7579,33.0493,synthetic_prototype_v1
WAT-03182,60.5016,9.0257,66.5022,9.4052,257.4947,30.0,synthetic_prototype_v1
WAT-03183,68.044,6.4157,106.014,28.784,170.2264,47.6621,synthetic_prototype_v1
WAT-03184,17.0912,7.7609,67.4091,6.6511,199.0085,43.2431,synthetic_prototype_v1
WAT-03185,30.7162,6.5853,66.4429,39.0976,264.3772,30.0,synthetic_prototype_v1
WAT-03186,54.4261,7.8457,66.6757,31.3322,111.3328,58.883,synthetic_prototype_v1
WAT-03187,36.9205,5.914,25.3002,26.0926,99.8426,66.5684,synthetic_prototype_v1
WAT-03188,99.1682,5.3413,107.115,37.2334,207.9335,33.9915,synthetic_prototype_v1
WAT-03189,32.0866,6.6077,20.0271,5.6177,105.8679,68.4325,synthetic_prototype_v1
WAT-03190,71.241,7.6899,18.3776,32.3507,117.779,40.9549,synthetic_prototype_v1
WAT-03191,41.7392,7.2671,22.7935,13.0049,157.0034,64.6383,synthetic_prototype_v1
WAT-03192,85.73,4.1469,27.2046,7.6772,280.3959,33.2215,synthetic_prototype_v1
WAT-03193,96.0772,6.2325,60.0871,31.3772,209.6837,30.0,synthetic_prototype_v1
WAT-03194,76.5829,4.7748,116.8332,32.7418,172.3506,30.0,synthetic_prototype_v1
WAT-03195,88.0194,9.5457,111.238,19.3899,218.526,30.0,synthetic_prototype_v1
WAT-03196,46.5051,6.562,21.4067,25.7472,132.0299,76.2153,synthetic_prototype_v1
WAT-03197,64.4851,7.3258,50.9106,25.3147,101.1425,52.889,synthetic_prototype_v1
WAT-03198,32.3462,4.7785,97.2099,27.3443,219.6526,30.0,synthetic_prototype_v1
WAT-03199,14.6373,7.0277,73.3728,30.9839,130.5101,53.7465,synthetic_prototype_v1
WAT-03200,43.0337,7.5586,8.8122,17.6042,124.1416,66.6444,synthetic_prototype_v1
WAT-03201,47.5927,5.776,26.0674,10.8919,110.2421,62.4504,synthetic_prototype_v1
WAT-03202,68.8032,5.6255,7.7252,10.3532,267.9945,32.0862,synthetic_prototype_v1
WAT-03203,29.3167,9.3245,8.4752,23.3732,155.8265,30.8138,synthetic_prototype_v1
WAT-03204,35.6278,7.4714,35.1465,27.7156,117.5751,74.0468,synthetic_prototype_v1
WAT-03205,26.5564,8.9376,55.3254,30.9476,279.4917,31.4898,synthetic_prototype_v1
WAT-03206,41.2703,6.2562,43.7308,21.3064,168.7254,61.1458,synthetic_prototype_v1
WAT-03207,90.7426,7.6998,36.3454,38.6008,156.2665,30.0,synthetic_prototype_v1
WAT-03208,19.4696,9.6919,43.1916,23.7423,113.3057,30.0,synthetic_prototype_v1
WAT-03209,49.2722,6.3402,9.0414,18.0561,109.5679,64.6807,synthetic_prototype_v1
WAT-03210,9.6986,4.9447,88.2879,29.6909,75.2855,37.0247,synthetic_prototype_v1
WAT-03211,40.9906,6.6055,26.9489,20.91,105.8304,78.9851,synthetic_prototype_v1
WAT-03212,54.7986,6.4834,56.3077,18.8958,133.3587,70.5914,synthetic_prototype_v1
WAT-03213,33.8161,6.4046,8.2865,24.3154,141.3463,65.7728,synthetic_prototype_v1
WAT-03214,43.5309,6.0273,14.1361,23.0637,139.7208,62.1022,synthetic_prototype_v1
WAT-03215,50.7512,4.8286,33.8721,17.6311,177.4519,33.6464,synthetic_prototype_v1
WAT-03216,11.4143,6.0629,62.4864,18.0253,157.7781,46.034,synthetic_prototype_v1
WAT-03217,36.418,5.2441,44.38,35.0967,61.7383,47.2291,synthetic_prototype_v1
WAT-03218,17.4505,5.6952,8.5969,31.7372,125.5028,46.6022,synthetic_prototype_v1
WAT-03219,11.8456,5.8108,93.8108,36.3147,227.5922,33.2804,synthetic_prototype_v1
WAT-03220,75.7532,4.0441,12.2325,38.8163,275.4912,30.0,synthetic_prototype_v1
WAT-03221,53.7102,5.0196,11.1773,17.0574,76.029,38.1005,synthetic_prototype_v1
WAT-03222,13.6868,6.0585,68.6545,12.5796,84.182,46.7366,synthetic_prototype_v1
WAT-03223,26.2748,4.8939,103.524,19.8971,225.9993,30.7192,synthetic_prototype_v1
WAT-03224,90.784,9.9427,104.3426,31.3977,243.2172,30.3816,synthetic_prototype_v1
WAT-03225,23.7784,6.9013,56.6876,8.3426,160.3908,57.5689,synthetic_prototype_v1
WAT-03226,98.7827,7.7986,21.7578,25.2936,227.5849,30.0,synthetic_prototype_v1
WAT-03227,45.0349,7.105,120.0,19.2895,169.5779,62.573,synthetic_prototype_v1
WAT-03228,97.7701,4.6682,50.1279,33.9941,213.3726,31.4749,synthetic_prototype_v1
WAT-03229,82.9529,6.3429,73.8355,6.8839,184.9897,34.7999,synthetic_prototype_v1
WAT-03230,58.589,5.679,28.3326,18.7174,86.6435,47.8006,synthetic_prototype_v1
WAT-03231,32.8725,6.4107,26.33,12.0545,133.3436,71.6709,synthetic_prototype_v1
WAT-03232,71.0927,6.5828,15.3771,10.0966,151.8343,46.1028,synthetic_prototype_v1
WAT-03233,20.6818,6.3639,31.579,16.2566,112.3137,55.5115,synthetic_prototype_v1
WAT-03234,56.8392,5.5037,52.3715,39.3488,210.9476,37.2338,synthetic_prototype_v1
WAT-03235,93.3151,7.0036,105.928,32.7314,169.2168,33.1929,synthetic_prototype_v1
WAT-03236,37.0849,7.2255,88.7522,23.0243,75.7492,70.0125,synthetic_prototype_v1
WAT-03237,74.1956,6.4285,7.996,24.1536,157.4712,39.1397,synthetic_prototype_v1
WAT-03238,67.327,8.6702,22.8839,21.2431,169.0126,38.8576,synthetic_prototype_v1
WAT-03239,39.277,4.2009,11.9707,34.2644,109.9668,30.0,synthetic_prototype_v1
WAT-03240,32.3442,8.2483,45.6726,25.2068,123.0732,57.6585,synthetic_prototype_v1
WAT-03241,53.4248,9.0566,55.6582,30.0797,137.0039,40.8112,synthetic_prototype_v1
