experiment_id,light_intensity_lux,co2_concentration_ppm,nutrient_concentration_mm,temperature_c,water_supply_ml_day,biomass_yield,source
PLT-03327,61030.685,1098.2002,5.8041,34.5356,326.0426,16.0661,synthetic_prototype_v1
PLT-03328,48974.2015,730.3713,3.9992,26.8728,277.7423,110.2094,synthetic_prototype_v1
PLT-03329,36078.2915,582.8374,5.4587,27.356,247.4312,73.8885,synthetic_prototype_v1
PLT-03330,35189.8977,895.9987,1.1762,26.8105,257.3609,79.4545,synthetic_prototype_v1
PLT-03331,42578.3581,808.915,6.2803,31.4774,336.3664,62.3969,synthetic_prototype_v1
PLT-03332,50148.2328,728.5727,2.6944,19.8001,215.0115,48.199,synthetic_prototype_v1
PLT-03333,33916.2316,757.3825,3.5795,20.2964,264.7776,102.4059,synthetic_prototype_v1
PLT-03334,56002.6202,1008.0574,2.0034,31.1612,87.8729,27.849,synthetic_prototype_v1
PLT-03335,40989.755,663.1549,0.933,32.7548,387.9098,32.3994,synthetic_prototype_v1
PLT-03336,77744.8912,1116.7228,5.6438,28.6178,170.1386,18.5113,synthetic_prototype_v1
PLT-03337,30118.1194,732.2529,3.9237,27.9869,343.6609,157.3007,synthetic_prototype_v1
PLT-03338,40956.2806,1180.9607,5.1923,27.4086,137.6127,32.907,synthetic_prototype_v1
PLT-03339,74507.3742,1055.4075,2.8285,29.7197,60.3815,21.2692,synthetic_prototype_v1
PLT-03340,41103.1548,596.6277,7.0953,22.8406,130.7753,37.0003,synthetic_prototype_v1
PLT-03341,47842.4489,838.7182,8.8965,18.148,364.0428,22.9419,synthetic_prototype_v1
PLT-03342,34975.7101,568.9768,1.209,17.2583,244.5325,17.8013,synthetic_prototype_v1
PLT-03343,34468.8633,659.8165,6.4472,19.5131,156.5137,39.245,synthetic_prototype_v1
PLT-03344,22727.0327,753.9117,0.7251,22.3852,461.0641,42.5668,synthetic_prototype_v1
PLT-03345,25590.5961,598.4733,4.4675,27.0253,189.7415,82.5813,synthetic_prototype_v1
PLT-03346,45761.1227,838.0345,3.3397,25.77,111.0592,112.2661,synthetic_prototype_v1
PLT-03347,41913.0693,749.1838,6.2588,23.5239,123.0559,76.4002,synthetic_prototype_v1
PLT-03348,20748.8941,866.5405,3.8841,24.1444,188.8595,98.8351,synthetic_prototype_v1
PLT-03349,40790.0475,829.1892,8.2876,34.1262,283.226,17.4276,synthetic_prototype_v1
PLT-03350,56888.5296,657.6848,9.068,16.8505,122.0267,12.7878,synthetic_prototype_v1
PLT-03351,27522.6321,894.4844,5.8024,24.3072,374.3776,108.1117,synthetic_prototype_v1
PLT-03352,29314.9196,840.9829,3.0156,19.6418,386.5866,82.1456,synthetic_prototype_v1
PLT-03353,42895.7692,573.1114,3.0111,27.7752,118.659,69.5369,synthetic_prototype_v1
PLT-03354,19965.6495,847.3938,5.6778,38.7193,401.227,16.7377,synthetic_prototype_v1
PLT-03355,38199.2011,875.7621,5.9683,39.4837,457.2983,17.4122,synthetic_prototype_v1
PLT-03356,71077.7039,1053.0857,4.0582,27.2426,432.508,23.4424,synthetic_prototype_v1
PLT-03357,37356.3646,466.8496,1.677,31.8411,184.6345,26.6407,synthetic_prototype_v1
PLT-03358,29348.275,857.7306,7.4879,22.1138,422.8442,42.4684,synthetic_prototype_v1
PLT-03359,24552.7836,580.0612,3.1069,20.6133,468.6741,51.8253,synthetic_prototype_v1
PLT-03360,51078.4805,777.4332,7.6456,25.4851,258.5595,37.2996,synthetic_prototype_v1
PLT-03361,14958.5612,554.4016,5.0525,24.5174,285.0628,50.7149,synthetic_prototype_v1
PLT-03362,27905.0713,833.5357,4.7731,30.7881,318.104,103.3669,synthetic_prototype_v1
PLT-03363,17974.5834,905.957,2.3838,28.6813,483.9376,61.1755,synthetic_prototype_v1
PLT-03364,36321.4469,1100.5968,7.3554,24.1938,189.4999,29.8534,synthetic_prototype_v1
PLT-03365,18292.6626,955.6262,1.9763,22.831,387.2688,43.2938,synthetic_prototype_v1
PLT-03366,32529.3197,650.2989,5.4789,30.649,284.8964,70.9249,synthetic_prototype_v1
PLT-03367,29638.9001,938.4567,3.3583,26.5385,335.5112,118.0273,synthetic_prototype_v1
PLT-03368,53299.2403,765.7513,2.4835,22.749,150.0752,54.6422,synthetic_prototype_v1
PLT-03369,50742.7986,587.3285,3.1961,30.3998,154.9881,46.4415,synthetic_prototype_v1
PLT-03370,26720.8001,990.9521,6.9706,28.3848,192.162,46.447,synthetic_prototype_v1
PLT-03371,46987.4594,1073.5846,1.752,29.1525,288.5796,36.6071,synthetic_prototype_v1
PLT-03372,23520.5872,781.388,4.5377,27.4315,390.9662,119.4965,synthetic_prototype_v1
PLT-03373,13950.1505,846.0663,5.2656,25.9118,178.5019,60.2101,synthetic_prototype_v1
PLT-03374,64742.8797,656.0838,9.673,16.5883,414.2891,12.6551,synthetic_prototype_v1
PLT-03375,79666.6475,665.4501,7.0685,39.6849,216.2749,14.8445,synthetic_prototype_v1
PLT-03376,68155.2614,1132.2218,6.4774,36.3531,225.5016,12.8755,synthetic_prototype_v1
PLT-03377,69464.8094,526.0141,8.6702,16.0994,379.875,13.7773,synthetic_prototype_v1
PLT-03378,62294.2543,525.6204,3.3762,36.7838,427.8474,16.3422,synthetic_prototype_v1
PLT-03379,34427.5533,684.5285,2.2693,28.6952,447.4982,104.2145,synthetic_prototype_v1
PLT-03380,34971.9415,621.3487,2.462,25.4551,275.3556,87.377,synthetic_prototype_v1
PLT-03381,48423.3144,1092.3455,2.204,27.4417,92.9029,32.1646,synthetic_prototype_v1
PLT-03382,35888.258,537.4955,2.0421,28.8894,440.5104,51.8444,synthetic_prototype_v1
PLT-03383,40199.5201,400.6597,0.8496,37.598,222.5484,11.2116,synthetic_prototype_v1
PLT-03384,61105.3219,1135.5175,6.3709,21.0777,400.2007,25.1318,synthetic_prototype_v1
PLT-03385,75810.7735,973.8486,9.7426,39.596,191.0877,18.8458,synthetic_prototype_v1
PLT-03386,47248.7181,645.4671,8.7031,28.1497,465.8747,29.2882,synthetic_prototype_v1
PLT-03387,14492.2844,492.2166,0.5331,38.1075,250.1438,17.637,synthetic_prototype_v1
PLT-03388,29135.7931,790.5748,4.9393,26.844,226.7085,147.3434,synthetic_prototype_v1
PLT-03389,40706.8818,662.2736,4.2525,35.6746,490.304,22.9744,synthetic_prototype_v1
PLT-03390,46150.2962,811.5866,2.0768,26.6961,436.5938,88.6116,synthetic_prototype_v1
PLT-03391,43047.4933,1066.6165,3.4382,23.0983,184.3641,53.8394,synthetic_prototype_v1
PLT-03392,43824.6141,1140.6737,0.9098,19.152,465.2293,21.7253,synthetic_prototype_v1
PLT-03393,71163.1303,532.5065,9.5366,32.9526,299.725,26.0783,synthetic_prototype_v1
PLT-03394,37576.1936,580.5104,3.208,20.7335,298.5965,56.94,synthetic_prototype_v1
PLT-03395,59463.5096,559.1654,0.7982,37.7367,280.7803,10.1342,synthetic_prototype_v1
PLT-03396,37071.1343,686.6822,4.4729,21.2023,116.5255,95.1035,synthetic_prototype_v1
PLT-03397,26699.0102,473.8061,9.1241,33.7997,62.6784,16.4353,synthetic_prototype_v1
PLT-03398,29711.2397,833.5649,1.9092,25.913,392.8506,107.1119,synthetic_prototype_v1
PLT-03399,27509.4663,896.584,3.3193,24.5959,171.1387,127.4536,synthetic_prototype_v1
PLT-03400,32764.6176,722.9085,4.0205,20.1913,358.2439,93.3699,synthetic_prototype_v1
PLT-03401,20702.9621,763.7485,4.5451,27.8405,448.8084,101.0781,synthetic_prototype_v1
PLT-03402,52926.0237,1095.5657,7.9881,26.9356,427.319,25.2763,synthetic_prototype_v1
PLT-03403,44559.3223,960.0081,1.5328,32.9835,226.6045,32.5532,synthetic_prototype_v1
PLT-03404,46552.7108,464.6283,6.684,16.4635,64.1035,10.0,synthetic_prototype_v1
PLT-03405,27698.3371,652.6941,3.2276,26.1231,408.7758,118.6351,synthetic_prototype_v1
PLT-03406,40042.3243,603.075,3.7473,23.9936,196.139,92.1825,synthetic_prototype_v1
PLT-03407,29366.6852,847.0524,5.8495,23.245,255.8648,108.1416,synthetic_prototype_v1
PLT-03408,34708.2766,791.5492,3.6917,26.6077,147.4227,160.0006,synthetic_prototype_v1
PLT-03409,42411.2719,1149.612,9.9575,27.4173,202.0265,14.3994,synthetic_prototype_v1
PLT-03410,75250.2269,714.2863,3.9913,16.6096,67.4123,14.2627,synthetic_prototype_v1
PLT-03411,70573.5774,1199.5271,8.0793,29.9685,325.6784,24.896,synthetic_prototype_v1
PLT-03412,47091.7301,851.2575,4.623,37.2433,153.9018,18.4996,synthetic_prototype_v1
PLT-03413,38634.6249,689.4443,5.2925,25.1418,273.831,127.398,synthetic_prototype_v1
PLT-03414,25858.5018,973.6456,1.1182,18.7431,378.1766,26.1677,synthetic_prototype_v1
PLT-03415,32776.9183,858.0319,5.5371,29.0477,133.221,105.7249,synthetic_prototype_v1
PLT-03416,21919.4651,762.8913,2.3551,37.8735,432.465,10.0,synthetic_prototype_v1
PLT-03417,41996.7482,649.6822,1.005,19.0171,494.4382,34.2366,synthetic_prototype_v1
PLT-03418,64059.7906,551.1683,9.1031,17.9296,72.3057,16.8097,synthetic_prototype_v1
PLT-03419,71363.6795,780.1659,6.2031,33.6842,306.3789,20.0647,synthetic_prototype_v1
PLT-03420,28395.5182,746.1637,5.8561,24.7207,443.8507,116.4363,synthetic_prototype_v1
PLT-03421,9167.5938,968.9302,9.8386,15.7773,345.6583,11.3869,synthetic_prototype_v1
PLT-03422,32952.6756,479.9454,6.707,31.132,288.805,27.1166,synthetic_prototype_v1
PLT-03423,40349.6831,860.0826,4.0264,26.831,309.9338,166.396,synthetic_prototype_v1
PLT-03424,73804.6692,948.6938,5.5203,39.3919,196.3361,15.3483,synthetic_prototype_v1
PLT-03425,40458.798,892.0195,4.1289,29.66,418.8377,130.3302,synthetic_prototype_v1
PLT-03426,50780.3082,653.6965,6.8231,24.4189,337.8507,43.1667,synthetic_prototype_v1
PLT-03427,15793.1522,467.8868,7.8391,22.3782,110.1309,22.4794,synthetic_prototype_v1
PLT-03428,23038.7227,872.7294,2.9018,24.2404,291.2183,91.2986,synthetic_prototype_v1
PLT-03429,56103.0162,818.2417,3.937,24.9759,363.6295,78.9624,synthetic_prototype_v1
PLT-03430,61888.9647,802.5428,0.8803,37.1212,77.6871,14.3842,synthetic_prototype_v1
PLT-03431,5124.5531,672.1112,7.081,19.5658,197.0962,16.4335,synthetic_prototype_v1
PLT-03432,36740.5224,685.9487,3.6976,25.4998,231.1996,151.031,synthetic_prototype_v1
PLT-03433,18110.554,1078.9349,3.9048,34.4419,131.8765,19.8346,synthetic_prototype_v1
PLT-03434,73450.3876,536.8028,3.05,38.4336,330.8284,14.2,synthetic_prototype_v1
PLT-03435,21677.5946,697.0244,1.1993,38.5755,408.4689,13.224,synthetic_prototype_v1
PLT-03436,50807.76,850.0225,4.0019,27.7165,77.7898,79.1232,synthetic_prototype_v1
PLT-03437,52048.1631,845.1889,3.6174,25.7042,478.4137,91.6406,synthetic_prototype_v1
PLT-03438,69000.8503,481.148,6.0234,38.8048,147.013,14.5073,synthetic_prototype_v1
PLT-03439,35298.9721,746.8317,3.6451,25.315,239.3243,168.5812,synthetic_prototype_v1
PLT-03440,37700.6381,994.7665,3.3354,23.948,434.28,99.1585,synthetic_prototype_v1
PLT-03441,33183.4887,964.9838,5.0646,21.3688,441.4663,77.7236,synthetic_prototype_v1
PLT-03442,13196.1718,506.0371,1.4157,34.6004,459.9757,13.1412,synthetic_prototype_v1
PLT-03443,72377.4911,546.6545,8.8528,24.8215,408.2727,19.4815,synthetic_prototype_v1
PLT-03444,13661.7548,1144.5689,5.4246,18.1403,130.9203,29.307,synthetic_prototype_v1
PLT-03445,19542.004,871.3025,3.8441,25.2601,273.5558,97.7555,synthetic_prototype_v1
PLT-03446,48999.9579,780.9468,6.1008,29.3436,377.3466,63.3642,synthetic_prototype_v1
PLT-03447,27442.8854,630.5,4.0835,24.969,331.3757,107.2055,synthetic_prototype_v1
PLT-03448,26059.9553,792.7184,2.8522,27.04,292.138,130.8882,synthetic_prototype_v1
PLT-03449,34060.8784,983.5284,5.3392,27.6797,431.5294,95.8715,synthetic_prototype_v1
PLT-03450,39577.0404,745.0034,3.5503,26.5686,308.1092,164.725,synthetic_prototype_v1
PLT-03451,40319.2055,801.7768,2.6278,28.2595,351.371,130.7861,synthetic_prototype_v1
PLT-03452,61312.8939,662.4569,1.7927,36.3767,254.4651,11.8724,synthetic_prototype_v1
PLT-03453,34597.2416,1061.3719,6.4455,34.4359,110.4989,22.0084,synthetic_prototype_v1
PLT-03454,68707.65,530.5425,9.9564,25.0052,480.4859,16.8881,synthetic_prototype_v1
PLT-03455,9955.9408,1072.7556,7.0636,35.4048,157.642,18.1491,synthetic_prototype_v1
PLT-03456,42557.4612,1169.5089,8.5421,33.7183,84.1204,22.7077,synthetic_prototype_v1
PLT-03457,12063.3011,425.2651,2.1162,20.5705,144.4665,26.4155,synthetic_prototype_v1
PLT-03458,23982.3022,895.1872,1.0247,23.4565,320.3324,49.1963,synthetic_prototype_v1
PLT-03459,56099.7105,815.3126,5.7775,31.7385,412.1182,40.0364,synthetic_prototype_v1
PLT-03460,31947.4654,776.0684,5.1479,26.2932,108.0141,129.7631,synthetic_prototype_v1
PLT-03461,10905.7467,772.4868,5.6792,22.4424,153.958,41.9897,synthetic_prototype_v1
PLT-03462,31250.7533,719.6664,3.7897,24.8478,240.9355,163.4253,synthetic_prototype_v1
PLT-03463,38616.8772,756.5157,3.118,31.2579,217.6556,100.5697,synthetic_prototype_v1
PLT-03464,35160.3556,1007.0914,4.526,33.8538,422.2239,36.3846,synthetic_prototype_v1
PLT-03465,45771.5341,630.7594,3.9934,25.5895,205.4746,92.8211,synthetic_prototype_v1
PLT-03466,41736.8192,857.2126,6.736,32.2604,435.7138,49.548,synthetic_prototype_v1
PLT-03467,78756.2807,657.871,3.2033,24.8096,390.7096,21.2213,synthetic_prototype_v1
PLT-03468,20148.4278,426.888,2.6232,19.3563,358.9111,24.9861,synthetic_prototype_v1
PLT-03469,62764.4835,895.7419,8.9146,38.3245,188.0124,15.8604,synthetic_prototype_v1
PLT-03470,22602.7617,590.3279,3.3341,16.1021,308.4235,18.3487,synthetic_prototype_v1
PLT-03471,22626.6485,712.1728,4.4917,23.6686,307.0713,104.098,synthetic_prototype_v1
PLT-03472,32805.0973,937.6176,3.1597,26.1347,404.6037,124.7215,synthetic_prototype_v1
PLT-03473,8881.2309,527.2574,3.285,29.0181,304.04,29.9781,synthetic_prototype_v1
PLT-03474,43418.2228,783.3706,3.5344,19.1337,240.0585,68.2039,synthetic_prototype_v1
PLT-03475,41844.3085,647.6574,5.2011,26.2157,174.3822,96.3791,synthetic_prototype_v1
PLT-03476,32611.5126,746.9088,2.3595,22.945,281.3816,112.5549,synthetic_prototype_v1
PLT-03477,68901.1638,942.4092,2.6227,30.8919,323.6275,28.3,synthetic_prototype_v1
PLT-03478,19993.1152,1194.4791,5.0534,28.675,264.1049,25.8674,synthetic_prototype_v1
PLT-03479,73443.7058,428.0726,2.6398,17.9918,139.9933,15.0433,synthetic_prototype_v1
PLT-03480,68879.1637,1079.8868,7.0544,31.5208,398.9841,21.5679,synthetic_prototype_v1
PLT-03481,19993.9488,846.6534,4.84,28.8191,425.9396,89.5339,synthetic_prototype_v1
PLT-03482,50149.7723,582.7492,5.0857,33.5794,375.1569,33.0062,synthetic_prototype_v1
PLT-03483,55821.5573,598.3214,0.696,30.9276,421.5865,28.2885,synthetic_prototype_v1
PLT-03484,33357.762,1004.0251,5.4803,22.7181,320.0533,73.3423,synthetic_prototype_v1
PLT-03485,10223.0477,1065.8931,5.3054,21.5986,208.952,30.9108,synthetic_prototype_v1
PLT-03486,66734.3457,810.0423,4.6095,27.6371,255.1886,34.9869,synthetic_prototype_v1
PLT-03487,46146.0544,443.0198,7.8066,39.3567,177.6144,10.3656,synthetic_prototype_v1
PLT-03488,38213.8641,729.3246,6.5935,33.8791,193.8485,38.1247,synthetic_prototype_v1
PLT-03489,7254.0934,512.3601,4.5352,39.2125,245.3389,14.7151,synthetic_prototype_v1
PLT-03490,30741.2127,806.9913,4.5285,27.2673,345.9795,169.2161,synthetic_prototype_v1
PLT-03491,38173.5595,478.4639,5.0125,20.0676,440.7253,38.7473,synthetic_prototype_v1
PLT-03492,7324.6091,641.4154,5.8716,32.736,430.3489,28.7455,synthetic_prototype_v1
PLT-03493,32493.5798,424.9246,9.1087,37.3196,321.2916,19.4533,synthetic_prototype_v1
PLT-03494,52374.8299,1121.7197,1.6654,26.3924,376.366,29.0158,synthetic_prototype_v1
PLT-03495,52590.5199,552.5817,5.1787,34.3412,190.099,18.8704,synthetic_prototype_v1
PLT-03496,19210.3519,742.8743,6.4558,23.4387,498.3173,59.0595,synthetic_prototype_v1
PLT-03497,27165.7311,710.2974,2.4557,22.8531,317.4679,98.5044,synthetic_prototype_v1
PLT-03498,47039.0926,977.8483,4.4512,24.0721,357.7661,81.8866,synthetic_prototype_v1
PLT-03499,33966.046,617.2377,2.3371,23.2622,169.2946,72.4204,synthetic_prototype_v1
PLT-03500,13975.4417,552.3356,8.1043,36.6733,183.04,10.1653,synthetic_prototype_v1
PLT-03501,45313.0747,619.7484,7.7367,22.6639,333.783,30.142,synthetic_prototype_v1
PLT-03502,12273.3417,816.6857,1.0314,35.0661,208.132,11.9498,synthetic_prototype_v1
PLT-03503,47748.7178,651.7503,2.3753,18.6508,150.3101,37.5662,synthetic_prototype_v1
PLT-03504,22090.084,819.9377,5.0585,26.1976,362.0774,105.0298,synthetic_prototype_v1
PLT-03505,17281.3478,445.4541,6.8463,17.7381,327.859,10.0,synthetic_prototype_v1
PLT-03506,30585.5212,1032.764,2.3474,24.6309,340.4623,65.3923,synthetic_prototype_v1
PLT-03507,78997.156,500.5,8.2625,30.6385,340.35,16.6515,synthetic_prototype_v1
PLT-03508,37757.3981,774.2587,4.5,23.6796,395.5729,155.98,synthetic_prototype_v1
PLT-03509,45326.0635,720.5036,2.4366,27.796,327.2297,93.6365,synthetic_prototype_v1
PLT-03510,38825.7069,848.9905,3.822,27.4499,248.7853,167.2846,synthetic_prototype_v1
PLT-03511,70080.4215,870.2575,3.0701,20.2329,194.5514,25.5502,synthetic_prototype_v1
PLT-03512,32629.7415,730.8931,4.2613,22.7287,408.9169,139.9787,synthetic_prototype_v1
PLT-03513,37707.3186,691.8088,4.117,20.8896,100.2394,90.0683,synthetic_prototype_v1
PLT-03514,78848.715,562.1422,6.8374,36.2105,79.6889,13.0857,synthetic_prototype_v1
PLT-03515,58088.2921,889.7787,0.596,33.6284,429.2615,25.6692,synthetic_prototype_v1
PLT-03516,33296.1379,431.9085,4.6834,38.2387,195.3723,15.7378,synthetic_prototype_v1
PLT-03517,13143.1806,1105.6622,9.0914,35.942,396.1415,12.6983,synthetic_prototype_v1
PLT-03518,40475.3744,682.2142,3.866,28.9619,373.9435,129.9189,synthetic_prototype_v1
PLT-03519,42715.6203,1127.8348,4.5431,31.0773,332.8143,38.6095,synthetic_prototype_v1
PLT-03520,28902.8008,688.7296,2.8938,31.1131,341.1885,88.1832,synthetic_prototype_v1
PLT-03521,20195.8083,798.8227,5.2003,24.7652,218.2902,93.8041,synthetic_prototype_v1
PLT-03522,35868.2002,1046.2671,2.0049,28.7868,372.1909,55.0972,synthetic_prototype_v1
PLT-03523,51462.102,930.0987,4.8611,29.3259,350.2384,66.117,synthetic_prototype_v1
PLT-03524,28758.8867,926.1544,2.9007,22.8593,324.6536,103.4929,synthetic_prototype_v1
PLT-03525,36873.4539,567.8085,0.8375,20.9609,180.0537,37.648,synthetic_prototype_v1
PLT-03526,45464.5576,883.3074,7.5896,17.9262,232.0829,18.3185,synthetic_prototype_v1
PLT-03527,45702.4373,676.8751,2.5928,24.5691,333.6093,90.0997,synthetic_prototype_v1
PLT-03528,72716.9516,788.9266,3.9651,28.0386,103.9853,22.6636,synthetic_prototype_v1
PLT-03529,62031.6264,827.7734,4.1246,15.2543,242.7879,19.1518,synthetic_prototype_v1
PLT-03530,74757.9139,726.8133,1.0186,25.5883,400.377,16.8799,synthetic_prototype_v1
PLT-03531,15839.3142,509.3307,9.2517,26.0094,343.6196,17.763,synthetic_prototype_v1
PLT-03532,33435.447,844.5362,2.7523,27.0674,308.5724,150.8095,synthetic_prototype_v1
PLT-03533,47434.0106,762.5929,4.5144,26.5611,266.1067,118.7923,synthetic_prototype_v1
PLT-03534,26019.4212,852.4982,4.5327,28.6403,399.4562,134.965,synthetic_prototype_v1
PLT-03535,41694.8893,1085.7269,5.6658,32.2572,287.4566,39.6196,synthetic_prototype_v1
PLT-03536,30280.7156,867.2891,4.1445,23.9454,198.2439,150.8223,synthetic_prototype_v1
PLT-03537,79145.2924,1012.5913,0.8488,29.899,341.9413,16.1864,synthetic_prototype_v1
PLT-03538,42382.7876,636.7059,4.1868,29.9795,230.8409,85.357,synthetic_prototype_v1
PLT-03539,75260.9863,1068.6904,5.8378,29.0294,78.4581,25.3493,synthetic_prototype_v1
PLT-03540,55419.8323,752.9724,7.2812,38.3402,413.3201,12.5604,synthetic_prototype_v1
PLT-03541,64522.6538,1044.7925,2.351,23.27,366.1559,22.7619,synthetic_prototype_v1
PLT-03542,27453.7469,421.1833,1.0807,15.1523,244.6563,11.2218,synthetic_prototype_v1
PLT-03543,35852.6707,878.3036,4.9613,27.2942,416.4636,153.7317,synthetic_prototype_v1
PLT-03544,70010.1079,402.893,7.2,19.7242,413.3192,18.3747,synthetic_prototype_v1
PLT-03545,71809.4368,493.5578,2.5816,24.9587,399.4952,21.5782,synthetic_prototype_v1
PLT-03546,15091.4156,1144.9947,5.3149,19.4921,233.4624,20.4338,synthetic_prototype_v1
PLT-03547,44565.8656,664.9426,7.9744,24.7898,281.3264,31.4953,synthetic_prototype_v1
PLT-03548,28037.5267,514.1493,3.0971,28.5476,365.7423,62.0963,synthetic_prototype_v1
PLT-03549,42302.1676,987.8678,4.7723,27.9523,322.54,86.2358,synthetic_prototype_v1
PLT-03550,76469.1851,570.1398,8.9067,20.348,271.734,21.855,synthetic_prototype_v1
PLT-03551,38976.7797,804.4563,5.2716,30.1923,250.9766,108.9088,synthetic_prototype_v1
PLT-03552,23156.9666,802.0569,5.3912,26.4096,372.416,107.9759,synthetic_prototype_v1
PLT-03553,34704.8938,986.7926,0.5367,20.4739,379.3241,31.2487,synthetic_prototype_v1
PLT-03554,19023.4261,684.1652,4.6722,30.181,102.1195,56.5473,synthetic_prototype_v1
PLT-03555,35004.6085,860.6573,0.7667,31.2088,390.6771,45.8197,synthetic_prototype_v1
PLT-03556,73415.4005,842.0384,8.6378,20.4516,477.034,20.182,synthetic_prototype_v1
PLT-03557,49072.6231,983.7456,0.6299,18.9284,389.7183,26.0829,synthetic_prototype_v1
PLT-03558,9145.2807,886.5031,8.2216,30.1833,323.9611,27.1595,synthetic_prototype_v1
PLT-03559,41319.3041,772.7011,4.6164,26.2409,346.083,157.0635,synthetic_prototype_v1
PLT-03560,46593.859,557.9856,4.0636,28.8522,262.1681,64.81,synthetic_prototype_v1
PLT-03561,45427.1611,747.3028,5.0778,30.1623,358.5612,89.8229,synthetic_prototype_v1
PLT-03562,38089.9056,718.4633,5.1685,27.3541,339.5848,140.9925,synthetic_prototype_v1
PLT-03563,34442.9537,988.0644,2.2398,30.6749,482.3453,58.7483,synthetic_prototype_v1
PLT-03564,49274.0188,852.2532,5.7673,31.3931,471.1589,49.5884,synthetic_prototype_v1
PLT-03565,33906.2949,656.1178,2.0588,22.5788,111.1043,67.3959,synthetic_prototype_v1
PLT-03566,32808.3976,584.0041,4.4515,25.3379,215.1046,96.0781,synthetic_prototype_v1
PLT-03567,22509.4625,986.3216,2.3583,23.3588,127.3157,55.2551,synthetic_prototype_v1
PLT-03568,65909.2221,1125.9321,4.8556,15.3343,175.328,16.4015,synthetic_prototype_v1
PLT-03569,44730.925,811.4555,9.3492,19.8258,98.2339,12.8728,synthetic_prototype_v1
PLT-03570,40679.7446,881.9644,2.5535,29.7529,125.4996,90.5382,synthetic_prototype_v1
PLT-03571,33255.1459,903.8302,1.3277,17.6642,94.7198,24.1142,synthetic_prototype_v1
PLT-03572,17411.5818,488.136,8.2513,31.2359,128.5083,20.1335,synthetic_prototype_v1
PLT-03573,46479.6755,1075.2206,2.6665,26.1841,420.754,55.5119,synthetic_prototype_v1
PLT-03574,74360.6322,991.2597,6.6369,27.1777,357.2761,24.188,synthetic_prototype_v1
PLT-03575,34241.7102,928.0941,7.2437,20.0605,318.5869,37.8292,synthetic_prototype_v1
PLT-03576,35185.1842,799.6483,5.1688,21.7637,338.1726,113.0914,synthetic_prototype_v1
PLT-03577,51639.6523,1022.6421,7.5495,28.5236,391.143,27.2702,synthetic_prototype_v1
PLT-03578,33750.7095,730.8825,8.4268,19.6284,432.0733,26.1601,synthetic_prototype_v1
PLT-03579,39844.5343,630.9286,3.0175,25.0942,223.9603,100.8872,synthetic_prototype_v1
PLT-03580,44711.2484,995.525,4.6247,29.2148,211.0018,76.2743,synthetic_prototype_v1
PLT-03581,21220.1982,944.3448,3.1085,19.3754,345.0392,53.4441,synthetic_prototype_v1
PLT-03582,24760.6571,678.2965,9.1787,36.6499,344.0865,10.0,synthetic_prototype_v1
PLT-03583,60239.2413,871.9142,2.495,29.7596,226.4392,44.2686,synthetic_prototype_v1
PLT-03584,29001.5893,848.2599,3.1888,31.3372,375.6362,95.2383,synthetic_prototype_v1
PLT-03585,29491.0132,1004.7022,1.3661,29.9223,61.5429,40.8744,synthetic_prototype_v1
PLT-03586,38380.7173,676.6038,3.6741,26.9064,298.0564,148.5934,synthetic_prototype_v1
PLT-03587,43126.4554,758.7666,8.4067,23.7326,487.9156,34.5968,synthetic_prototype_v1
PLT-03588,75501.4258,633.9742,4.5139,18.4323,258.1369,14.0752,synthetic_prototype_v1
PLT-03589,47963.638,956.2391,1.5729,28.0288,152.3175,49.0546,synthetic_prototype_v1
PLT-03590,16295.4285,756.8301,5.7637,28.0263,156.0152,58.92,synthetic_prototype_v1
PLT-03591,43923.0849,560.669,5.1403,23.367,171.5441,60.4826,synthetic_prototype_v1
PLT-03592,69909.2411,657.6645,2.3852,19.3043,431.4828,22.1102,synthetic_prototype_v1
PLT-03593,44970.6789,808.8194,4.326,27.0225,397.2161,147.3178,synthetic_prototype_v1
PLT-03594,55748.9287,948.6644,8.8413,32.7778,179.0117,22.5936,synthetic_prototype_v1
PLT-03595,37723.7495,1142.2783,5.3257,15.061,373.8415,17.3532,synthetic_prototype_v1
PLT-03596,64684.1424,838.6111,1.6912,33.5989,375.9599,23.7605,synthetic_prototype_v1
PLT-03597,56046.326,607.8866,2.4891,27.2016,299.2659,42.9241,synthetic_prototype_v1
PLT-03598,40880.3695,783.4187,3.1137,16.4862,386.5999,32.8861,synthetic_prototype_v1
PLT-03599,24626.14,964.9663,4.249,28.0684,226.7111,97.0795,synthetic_prototype_v1
PLT-03600,21090.4229,514.6801,9.191,22.8548,225.4249,17.6479,synthetic_prototype_v1
PLT-03601,37820.9772,753.063,4.4242,28.013,194.3595,157.5854,synthetic_prototype_v1
PLT-03602,32882.1837,849.0106,4.4885,28.7848,104.0022,129.6045,synthetic_prototype_v1
PLT-03603,66085.5407,891.542,4.1061,26.598,495.9374,29.5378,synthetic_prototype_v1
PLT-03604,13080.5709,922.2298,6.6238,18.5478,201.3158,24.7554,synthetic_prototype_v1
PLT-03605,40544.9553,409.7724,5.0377,29.4837,323.9913,32.5052,synthetic_prototype_v1
PLT-03606,63301.9035,798.6233,4.7872,21.7497,283.4399,34.8589,synthetic_prototype_v1
PLT-03607,24470.2875,977.1773,2.3719,25.9443,330.946,72.6483,synthetic_prototype_v1
