experiment_id,cell_thickness_nm,doping_concentration,annealing_temperature_c,light_intensity_lux,operating_temperature_c,energy_conversion_efficiency,source
SOL-03431,50.4152,1.048134125371994e+16,777.0966,38263.3993,34.6128,12.965,synthetic_prototype_v1
SOL-03432,156.9621,1.0587320055527722e+16,687.3993,88251.9662,28.6749,18.4652,synthetic_prototype_v1
SOL-03433,93.7018,3.515653472866749e+17,643.3587,97767.478,25.9169,16.1985,synthetic_prototype_v1
SOL-03434,278.168,3258445411649250.5,607.3685,113734.3321,52.4438,11.5995,synthetic_prototype_v1
SOL-03435,105.592,1.2996950429163846e+16,529.4448,114302.0685,62.7959,9.0154,synthetic_prototype_v1
SOL-03436,202.6925,4.870621284290612e+16,647.4487,70865.9344,18.7053,17.4498,synthetic_prototype_v1
SOL-03437,206.8272,4.6715206348138744e+16,631.2574,62816.7191,72.1218,9.2529,synthetic_prototype_v1
SOL-03438,263.3362,2015139669759206.5,732.5628,115219.2536,27.9351,11.0457,synthetic_prototype_v1
SOL-03439,151.1959,1.898739734836767e+16,685.2137,79341.9604,22.4711,23.0,synthetic_prototype_v1
SOL-03440,160.8026,2.0489299905603744e+17,672.3099,52494.4106,32.4794,16.6532,synthetic_prototype_v1
SOL-03441,142.734,1.5396868579501642e+17,744.3563,75186.9859,36.233,16.6547,synthetic_prototype_v1
SOL-03442,77.3206,2498267526237951.5,538.5574,98401.6001,69.6634,8.0,synthetic_prototype_v1
SOL-03443,274.5916,3547762064694681.0,851.6953,59285.9152,62.7697,9.6981,synthetic_prototype_v1
SOL-03444,78.8725,6.196315797338377e+17,707.3523,32561.1169,25.7894,13.5397,synthetic_prototype_v1
SOL-03445,88.168,6.267491837805276e+16,693.5041,66296.292,18.8485,14.9192,synthetic_prototype_v1
SOL-03446,205.9998,2.633975633761861e+16,787.5318,95072.5641,15.0,15.7776,synthetic_prototype_v1
SOL-03447,119.7715,6219418765593133.0,703.4803,64228.8297,16.9,18.8987,synthetic_prototype_v1
SOL-03448,114.2398,2.9488986160588264e+16,652.1766,64757.8759,24.3951,20.3181,synthetic_prototype_v1
SOL-03449,146.8696,1.542522042569464e+17,703.756,70718.6393,65.8706,8.0,synthetic_prototype_v1
SOL-03450,168.3082,1.8657252540263344e+16,681.2616,61397.3177,24.9487,20.6783,synthetic_prototype_v1
SOL-03451,171.2768,3.216647783404549e+16,642.8249,77382.256,26.2158,22.9536,synthetic_prototype_v1
SOL-03452,237.7096,9643027997322354.0,554.4289,105506.993,42.262,12.176,synthetic_prototype_v1
SOL-03453,148.6575,3.020958496888862e+17,750.3373,97743.516,23.0665,16.1015,synthetic_prototype_v1
SOL-03454,262.3588,3086984658742134.5,898.1636,60020.6628,72.3981,8.1237,synthetic_prototype_v1
SOL-03455,66.5198,3.332985328167199e+17,776.3613,101619.3269,29.3523,14.7428,synthetic_prototype_v1
SOL-03456,175.1915,7.685255388549784e+17,838.6158,94873.1478,19.5494,11.6455,synthetic_prototype_v1
SOL-03457,73.5443,1243781211453577.2,568.0498,42281.9824,27.5955,12.5669,synthetic_prototype_v1
SOL-03458,105.9292,7.881579140997286e+16,576.0289,65387.9396,25.635,12.8029,synthetic_prototype_v1
SOL-03459,220.3324,3.6092947723100744e+16,722.2092,86953.9283,63.2824,8.0,synthetic_prototype_v1
SOL-03460,137.7899,2.5135353261430668e+16,747.8309,41199.8228,25.6987,20.6987,synthetic_prototype_v1
SOL-03461,69.6858,2.4935927697533504e+16,718.0715,49769.439,28.8611,13.2529,synthetic_prototype_v1
SOL-03462,135.003,1.4631087639988554e+16,691.2377,96771.0295,15.1813,23.0,synthetic_prototype_v1
SOL-03463,164.4675,2.0836054403570324e+16,663.2481,54313.576,18.7032,20.3046,synthetic_prototype_v1
SOL-03464,150.5345,1.8905698199968237e+17,669.5158,95415.2338,64.6299,9.9386,synthetic_prototype_v1
SOL-03465,193.0861,6234920309000232.0,699.7255,95983.4848,28.7802,19.2328,synthetic_prototype_v1
SOL-03466,172.4561,5.182596579081678e+16,762.5668,89041.4172,66.4285,9.6632,synthetic_prototype_v1
SOL-03467,295.8543,9268646492565748.0,613.8252,59238.2966,60.4279,8.4206,synthetic_prototype_v1
SOL-03468,100.4948,1261333433673954.5,589.3994,37425.0843,56.1881,8.6538,synthetic_prototype_v1
SOL-03469,242.5483,7.228232050242075e+16,854.2981,113298.176,33.4017,11.2511,synthetic_prototype_v1
SOL-03470,108.6759,5172847318603793.0,619.3319,24408.4556,49.4565,13.584,synthetic_prototype_v1
SOL-03471,100.5066,1.3616124759153792e+16,720.4856,70604.9126,28.248,18.4217,synthetic_prototype_v1
SOL-03472,141.2204,1.1841494451361854e+17,664.9872,47631.0594,20.4297,19.0731,synthetic_prototype_v1
SOL-03473,62.9374,3000649466726587.5,617.2617,76072.4856,48.872,11.662,synthetic_prototype_v1
SOL-03474,178.0607,2.7393012389483436e+16,627.7655,36534.6968,40.3411,18.2822,synthetic_prototype_v1
SOL-03475,172.8144,8486240941261982.0,697.9394,64862.8808,31.5843,22.7697,synthetic_prototype_v1
SOL-03476,140.4461,1.900144358238248e+16,631.6438,92644.6992,15.0,22.8329,synthetic_prototype_v1
SOL-03477,263.0039,1.0815202676535253e+17,589.3778,83567.6025,51.4837,12.2645,synthetic_prototype_v1
SOL-03478,99.9771,9.534470692977827e+17,691.7219,74699.9341,43.5473,10.9333,synthetic_prototype_v1
SOL-03479,278.1457,1274301803531711.5,590.0969,31967.3568,26.9991,11.0541,synthetic_prototype_v1
SOL-03480,262.9305,3.544668653941406e+17,775.976,86083.1297,61.5312,11.1271,synthetic_prototype_v1
SOL-03481,89.9758,4.947538626232885e+16,734.9979,72642.1118,18.4985,16.8236,synthetic_prototype_v1
SOL-03482,200.4992,4845174413814477.0,693.0815,94317.6081,58.3543,10.1327,synthetic_prototype_v1
SOL-03483,219.4052,5542491930633662.0,508.2537,83710.4073,64.5449,8.0,synthetic_prototype_v1
SOL-03484,143.431,2.2392601133912458e+17,761.6804,99409.4196,34.3044,15.9077,synthetic_prototype_v1
SOL-03485,67.4102,3.141225218368113e+17,702.3324,46394.3613,36.1936,12.3497,synthetic_prototype_v1
SOL-03486,255.7812,3.448726368625495e+16,673.0314,70548.2187,42.3585,14.4274,synthetic_prototype_v1
SOL-03487,187.1535,1449853524723662.5,807.6447,117426.8991,32.0153,12.9061,synthetic_prototype_v1
SOL-03488,160.7129,1.7177781940613336e+16,756.5672,95516.4204,34.1798,23.0,synthetic_prototype_v1
SOL-03489,57.5136,2638459761023717.0,669.9031,116850.0722,41.0452,12.0463,synthetic_prototype_v1
SOL-03490,132.9649,3.381663298846563e+16,722.0207,54669.1506,18.5129,20.5959,synthetic_prototype_v1
SOL-03491,160.5785,1968971732632562.8,689.999,40270.3361,67.0967,9.9786,synthetic_prototype_v1
SOL-03492,57.7487,8040959886098235.0,726.1743,90944.1561,65.7132,8.0,synthetic_prototype_v1
SOL-03493,141.6453,1240130624873727.0,862.4725,109278.2823,51.1722,10.4735,synthetic_prototype_v1
SOL-03494,207.9161,5.0868508643461997e+17,549.0694,65569.686,58.5155,8.4796,synthetic_prototype_v1
SOL-03495,208.6351,3734061546990172.5,696.9999,97364.9775,33.6799,12.9736,synthetic_prototype_v1
SOL-03496,97.3678,1.9309843534440164e+16,750.7688,53754.6247,74.7756,8.0,synthetic_prototype_v1
SOL-03497,118.6629,1.3373323054228206e+16,635.653,48154.7502,25.7856,18.2378,synthetic_prototype_v1
SOL-03498,198.1564,1.741945322407631e+17,718.7983,65727.5154,26.7939,15.8939,synthetic_prototype_v1
SOL-03499,145.8642,5476339119593693.0,630.7124,44198.3451,15.0,19.3355,synthetic_prototype_v1
SOL-03500,79.9181,3726134385832555.5,820.1799,106693.3835,32.7387,12.8919,synthetic_prototype_v1
SOL-03501,184.3769,6668936743406850.0,804.7046,50655.4087,52.8377,11.8655,synthetic_prototype_v1
SOL-03502,74.2445,3.652342325004941e+16,522.3763,100264.5838,36.0843,11.8435,synthetic_prototype_v1
SOL-03503,192.4957,8791512336813524.0,578.9586,34603.1625,28.3747,16.6052,synthetic_prototype_v1
SOL-03504,106.9669,3.756352041271061e+16,691.9378,64790.2231,56.6103,10.786,synthetic_prototype_v1
SOL-03505,90.9378,1480652128224337.2,767.214,30952.4729,52.0479,11.4158,synthetic_prototype_v1
SOL-03506,132.3421,2.950190604089448e+17,631.1419,62467.2675,27.423,12.4232,synthetic_prototype_v1
SOL-03507,296.6572,2381634630769639.0,826.8411,82553.835,53.7133,8.0,synthetic_prototype_v1
SOL-03508,161.0296,2.470271919839051e+16,720.8327,73168.5295,21.9175,22.26,synthetic_prototype_v1
SOL-03509,191.3043,1.4749080659617242e+16,634.8581,64345.1156,16.9454,14.9598,synthetic_prototype_v1
SOL-03510,165.3028,5.059725012070757e+16,692.5813,76531.6093,24.5451,23.0,synthetic_prototype_v1
SOL-03511,266.9347,5.800504775870071e+16,608.2159,40931.4303,34.2735,13.055,synthetic_prototype_v1
SOL-03512,140.519,1.6295004753258602e+16,710.8891,42320.8956,22.6344,22.4749,synthetic_prototype_v1
SOL-03513,160.8293,1.1199619393296412e+16,704.8743,82057.8058,22.87,21.5906,synthetic_prototype_v1
SOL-03514,296.1624,4055396888387749.0,766.8379,104842.1355,18.9585,10.1377,synthetic_prototype_v1
SOL-03515,226.961,6.8654677453014104e+16,504.0427,94513.7419,65.5682,10.3018,synthetic_prototype_v1
SOL-03516,144.3205,1317215426052715.0,676.1421,112954.6859,34.383,17.0998,synthetic_prototype_v1
SOL-03517,77.1439,4.428260165966801e+17,861.7431,103767.9512,61.1522,9.2584,synthetic_prototype_v1
SOL-03518,171.9015,1.0214704341994722e+16,694.4154,42339.3376,23.2448,21.2705,synthetic_prototype_v1
SOL-03519,175.7187,5.362664593968979e+17,670.2371,84309.0769,52.7086,14.3924,synthetic_prototype_v1
SOL-03520,125.6112,1.0873595614581666e+16,653.9065,76315.2456,19.4606,19.7776,synthetic_prototype_v1
SOL-03521,90.7832,3.1267602996269324e+16,750.0122,97483.0624,15.0,18.6724,synthetic_prototype_v1
SOL-03522,152.894,2.6515616500305094e+17,563.3655,75147.212,57.9588,8.0,synthetic_prototype_v1
SOL-03523,215.8484,1.1017371952668581e+17,735.8779,64617.4781,27.8231,16.4197,synthetic_prototype_v1
SOL-03524,125.0355,1.060824234421594e+17,654.1944,89136.7391,27.513,19.3108,synthetic_prototype_v1
SOL-03525,156.2448,4258748384579974.5,514.212,43843.7187,32.3405,12.5789,synthetic_prototype_v1
SOL-03526,184.8819,6.49236033323919e+16,798.5093,31704.9271,39.2777,12.7575,synthetic_prototype_v1
SOL-03527,192.8097,9704647617514966.0,641.3667,71526.0334,24.4044,20.4155,synthetic_prototype_v1
SOL-03528,275.7232,2.873921673524424e+16,645.8991,72154.422,22.198,14.9483,synthetic_prototype_v1
SOL-03529,240.1054,4.0192974936748584e+16,652.6167,21017.0962,40.705,14.4689,synthetic_prototype_v1
SOL-03530,282.5264,1.6809314792350338e+16,521.8356,62353.0195,61.7169,10.7139,synthetic_prototype_v1
SOL-03531,86.131,2570336374991724.0,868.4922,64037.6802,54.1493,8.7389,synthetic_prototype_v1
SOL-03532,143.7418,4.84805235663159e+16,648.0116,46741.8409,21.4838,20.0103,synthetic_prototype_v1
SOL-03533,199.736,2.2087013342214764e+16,721.4348,72433.7943,30.8024,19.901,synthetic_prototype_v1
SOL-03534,114.0777,5.232898965656053e+16,722.1946,96219.3696,29.9152,18.6671,synthetic_prototype_v1
SOL-03535,172.3163,3.727998992786156e+17,717.5075,89028.8167,46.6609,12.342,synthetic_prototype_v1
SOL-03536,131.1229,6.030748257592967e+16,706.0188,54702.6667,29.2717,20.7729,synthetic_prototype_v1
SOL-03537,297.151,1.9825188372995034e+17,514.6849,79596.1791,53.9255,9.3162,synthetic_prototype_v1
SOL-03538,179.5312,6600972938682943.0,707.783,77595.4604,32.2857,17.8369,synthetic_prototype_v1
SOL-03539,284.2033,3.218021295934844e+17,724.7511,76117.6421,18.7944,13.1642,synthetic_prototype_v1
SOL-03540,218.0661,2.106912568334458e+16,785.5237,113360.8963,63.4427,8.0,synthetic_prototype_v1
SOL-03541,248.4088,2.6180126889735357e+17,577.9354,53079.8219,57.1541,10.3396,synthetic_prototype_v1
SOL-03542,124.8458,1200707722648106.2,524.4518,20609.2405,40.9542,11.1495,synthetic_prototype_v1
SOL-03543,153.4107,6.7029362099572984e+16,740.0536,84113.5687,15.0,21.9541,synthetic_prototype_v1
SOL-03544,266.7004,1025294751819918.9,782.1058,38896.8606,63.4426,8.6857,synthetic_prototype_v1
SOL-03545,272.6981,2243064175831281.0,587.6467,59834.8208,61.5994,8.0,synthetic_prototype_v1
SOL-03546,83.6381,6.21913501726823e+17,702.7308,37968.2015,39.4617,10.0185,synthetic_prototype_v1
SOL-03547,181.8862,9852234378546956.0,814.7115,59159.0218,45.8435,12.3763,synthetic_prototype_v1
SOL-03548,122.1501,2036832372621545.2,662.3798,90188.28,17.5103,13.5813,synthetic_prototype_v1
SOL-03549,179.2087,1.9177076912099446e+17,732.1779,88206.8926,36.7474,14.8068,synthetic_prototype_v1
SOL-03550,288.2306,4345343571039254.0,853.9663,41392.1852,44.5645,10.2343,synthetic_prototype_v1
SOL-03551,165.9071,3.300410861499191e+16,752.9835,85823.2942,28.8419,22.8632,synthetic_prototype_v1
SOL-03552,102.6279,3.225301614583633e+16,757.9674,47523.9526,24.5529,19.6163,synthetic_prototype_v1
SOL-03553,149.0163,1.5866180569567894e+17,501.5456,41895.5022,58.9099,9.2667,synthetic_prototype_v1
SOL-03554,86.0937,1.0407706190381684e+16,728.0075,56705.0259,30.2405,16.2941,synthetic_prototype_v1
SOL-03555,150.0154,5.33906016907825e+16,511.228,84835.2666,60.4236,8.0,synthetic_prototype_v1
SOL-03556,278.0513,4.546150608897677e+16,842.6461,41806.2028,71.9379,8.0,synthetic_prototype_v1
SOL-03557,196.9087,1.5454180514961373e+17,505.4715,35713.6305,60.2958,8.4778,synthetic_prototype_v1
SOL-03558,63.8176,6.6740083975289576e+16,825.1208,80733.2956,51.5281,11.7851,synthetic_prototype_v1
SOL-03559,175.2772,2.433629213913089e+16,725.6822,53763.0898,48.4225,20.4077,synthetic_prototype_v1
SOL-03560,188.6462,3912426173372901.0,650.0455,75408.9246,43.2891,15.4562,synthetic_prototype_v1
SOL-03561,191.7086,1.9073403776992692e+16,744.9066,71164.0234,20.2271,19.881,synthetic_prototype_v1
SOL-03562,162.3596,1.4463179816499778e+16,748.6893,70621.2307,23.3985,21.1042,synthetic_prototype_v1
SOL-03563,148.1432,1.604136544537546e+17,573.2561,82699.484,72.646,9.3105,synthetic_prototype_v1
SOL-03564,197.5801,4.965347420047212e+16,721.78,85572.5473,71.1545,8.0,synthetic_prototype_v1
SOL-03565,145.6252,7952267019878315.0,619.1153,56621.0455,15.0,17.8218,synthetic_prototype_v1
SOL-03566,141.2336,3981229989622390.5,718.8113,59179.7644,23.1463,18.9348,synthetic_prototype_v1
SOL-03567,100.0378,1.889469846889956e+17,631.5963,66973.6884,22.9421,17.081,synthetic_prototype_v1
SOL-03568,253.0307,5.275280532332683e+17,683.394,21337.2133,31.7104,8.3305,synthetic_prototype_v1
SOL-03569,182.4364,3.4910655172192304e+16,872.5996,39303.3211,21.4312,11.2831,synthetic_prototype_v1
SOL-03570,172.719,6.94254241239932e+16,639.7302,97564.8643,18.1034,20.7546,synthetic_prototype_v1
SOL-03571,144.1838,7.751099718814784e+16,534.8517,30656.797,20.9626,13.9036,synthetic_prototype_v1
SOL-03572,91.3719,2140474879377952.5,826.3724,84943.7773,25.4678,12.6387,synthetic_prototype_v1
SOL-03573,195.9187,4.433560729440915e+17,644.4395,84685.4114,19.2461,13.1361,synthetic_prototype_v1
SOL-03574,281.2021,1.6490122695692102e+17,758.3958,68710.8247,55.9702,9.0193,synthetic_prototype_v1
SOL-03575,147.4724,9.557689150677621e+16,783.9449,40241.9609,50.8116,17.094,synthetic_prototype_v1
SOL-03576,150.7407,3.1516268161233612e+16,748.7017,50651.2616,49.867,16.8838,synthetic_prototype_v1
SOL-03577,205.4655,2.1622593524965018e+17,796.8199,74094.3621,60.4857,8.0,synthetic_prototype_v1
SOL-03578,145.8357,1.7410426932935588e+16,833.7616,38513.6123,65.9431,8.5703,synthetic_prototype_v1
SOL-03579,169.3781,6245048098021595.0,659.0629,71491.8391,21.923,17.0546,synthetic_prototype_v1
SOL-03580,188.845,2.063894940488996e+17,726.0307,90953.3715,19.4004,19.1651,synthetic_prototype_v1
SOL-03581,104.0673,1.099748006166106e+17,609.8336,37501.6975,54.3386,12.4126,synthetic_prototype_v1
SOL-03582,115.8689,1.1056355266844602e+16,865.4171,106599.7774,54.2115,8.0718,synthetic_prototype_v1
SOL-03583,234.1308,5.884075571045682e+16,584.0019,79038.385,38.5252,11.9361,synthetic_prototype_v1
SOL-03584,126.0064,5.024383343836868e+16,666.1997,45475.7483,18.1771,20.7525,synthetic_prototype_v1
SOL-03585,131.6367,1.8519667812803126e+17,536.4678,79689.3701,16.5391,11.9129,synthetic_prototype_v1
SOL-03586,163.5229,9679416855088656.0,686.419,98315.4701,43.7124,21.8328,synthetic_prototype_v1
SOL-03587,177.0882,2.215005387107416e+16,832.9134,54930.4819,73.3888,8.0295,synthetic_prototype_v1
SOL-03588,285.0048,7540551569585914.0,669.0068,33729.3837,42.7516,12.0192,synthetic_prototype_v1
SOL-03589,201.8546,1.4157818561878006e+17,598.872,78441.0718,30.5976,10.7185,synthetic_prototype_v1
SOL-03590,75.1817,2.0898994462757116e+16,773.4865,57313.0971,38.8336,13.7647,synthetic_prototype_v1
SOL-03591,185.6923,3182639357719393.0,747.5135,81697.4853,19.7783,16.5521,synthetic_prototype_v1
SOL-03592,266.3641,9252131971746934.0,579.3757,37217.1108,65.8644,8.0,synthetic_prototype_v1
SOL-03593,189.8827,3.441498416573092e+16,713.5827,40980.4835,16.9864,18.5579,synthetic_prototype_v1
SOL-03594,219.1631,1.1415405491794752e+17,851.2117,91111.0376,32.2016,12.9977,synthetic_prototype_v1
SOL-03595,159.0792,6.074963955484869e+17,703.1863,20243.928,58.1789,8.4369,synthetic_prototype_v1
SOL-03596,248.9471,4.413585310365939e+16,550.1539,94395.5441,58.4613,8.0,synthetic_prototype_v1
SOL-03597,234.1853,5006423848880166.0,637.0451,89043.5377,20.4532,12.8944,synthetic_prototype_v1
SOL-03598,169.6012,2.74043904684534e+16,610.0523,25944.7982,59.88,10.1491,synthetic_prototype_v1
SOL-03599,108.5046,1.5394284032240848e+17,710.3729,69452.8623,15.0,19.0228,synthetic_prototype_v1
SOL-03600,103.6347,2691846001680149.5,865.9369,51419.3456,38.39,9.0237,synthetic_prototype_v1
SOL-03601,161.2839,2.015714851639104e+16,717.675,53975.3754,15.0,23.0,synthetic_prototype_v1
SOL-03602,141.5287,5.0607029151613784e+16,720.3556,45620.7405,15.0,21.5817,synthetic_prototype_v1
SOL-03603,253.6185,6.9707977848314584e+16,651.8366,66392.1645,74.4583,9.6643,synthetic_prototype_v1
SOL-03604,76.9352,9.08576863432255e+16,757.8421,34191.2103,35.1754,10.3582,synthetic_prototype_v1
SOL-03605,168.4832,1088043825528054.5,691.0608,77934.6594,51.5322,13.8469,synthetic_prototype_v1
SOL-03606,244.3397,3.124909728821497e+16,680.5122,46998.8737,46.1253,13.4595,synthetic_prototype_v1
SOL-03607,107.8812,1.7307673862155827e+17,632.1644,60480.1021,18.0583,16.5839,synthetic_prototype_v1
SOL-03608,158.844,1.8747221821069784e+16,654.9724,98774.671,30.6224,21.391,synthetic_prototype_v1
SOL-03609,71.8638,6.232544754372642e+16,749.5077,65805.5047,24.0502,15.3576,synthetic_prototype_v1
SOL-03610,129.7831,5.335228930475942e+17,643.0927,87227.3548,22.5949,15.4398,synthetic_prototype_v1
SOL-03611,288.2871,5442488616292245.0,760.742,20794.9684,66.5227,9.4964,synthetic_prototype_v1
SOL-03612,159.0233,2.832650391169872e+16,733.1901,55947.1727,18.9434,21.2248,synthetic_prototype_v1
SOL-03613,133.3875,3.920587453646918e+17,753.033,34089.0862,52.6977,12.7435,synthetic_prototype_v1
SOL-03614,79.6693,2.0443536341409124e+16,714.9408,92072.8387,59.2697,11.2975,synthetic_prototype_v1
SOL-03615,79.5015,1.5132324684553636e+16,604.9165,115842.4804,54.6299,12.6892,synthetic_prototype_v1
SOL-03616,152.6099,5.491110518699672e+16,725.6897,62136.9869,15.5103,21.0447,synthetic_prototype_v1
SOL-03617,115.5971,5.869373996114034e+16,511.1946,85932.0637,39.3936,11.7801,synthetic_prototype_v1
SOL-03618,192.7478,1.8860459380626544e+16,632.755,96660.2366,35.6846,16.4499,synthetic_prototype_v1
SOL-03619,136.624,2.9548653046038784e+16,620.5261,85791.9052,28.201,18.375,synthetic_prototype_v1
SOL-03620,111.9599,9172985094740156.0,569.821,90305.5567,23.621,15.3251,synthetic_prototype_v1
SOL-03621,292.2941,2.7345812986821542e+17,634.1784,86268.8239,51.9932,11.1124,synthetic_prototype_v1
SOL-03622,192.1424,6017204018611727.0,539.9819,79380.6207,43.9305,13.7142,synthetic_prototype_v1
SOL-03623,65.8321,5.942246437849906e+17,635.6128,45298.7878,47.0864,11.964,synthetic_prototype_v1
SOL-03624,276.9012,3866471440481854.0,580.7274,44739.0879,47.3549,12.7412,synthetic_prototype_v1
SOL-03625,94.3766,1.51716465983419e+17,851.6903,117335.4073,22.0786,11.2105,synthetic_prototype_v1
SOL-03626,71.2048,3841608109056251.5,599.2688,43399.1943,64.584,8.0,synthetic_prototype_v1
SOL-03627,97.1326,2.160266235907866e+16,870.5133,27687.4245,38.2375,9.9209,synthetic_prototype_v1
SOL-03628,153.4577,1.844177284298983e+16,734.1308,51079.6669,24.6825,21.0911,synthetic_prototype_v1
SOL-03629,82.688,2.1532699910468704e+16,763.877,40210.0105,19.8215,17.0672,synthetic_prototype_v1
SOL-03630,215.7311,1.879339731658116e+17,807.7362,68090.7773,38.5598,10.6488,synthetic_prototype_v1
SOL-03631,77.6471,1.7259372499371056e+17,864.1649,79310.8309,18.6812,11.3589,synthetic_prototype_v1
SOL-03632,183.46,2.4763256810191348e+16,609.4426,67474.1742,57.2117,12.4375,synthetic_prototype_v1
SOL-03633,180.495,7.058595776944347e+17,715.3938,37301.5409,43.3314,13.8595,synthetic_prototype_v1
SOL-03634,144.1005,7.579941705245907e+16,763.1475,71779.6847,27.0442,21.8962,synthetic_prototype_v1
SOL-03635,237.3382,7.023443357347108e+16,659.1099,119905.9435,34.4155,14.8023,synthetic_prototype_v1
SOL-03636,104.1804,3.3567766406654548e+16,703.9696,72263.8391,15.0,20.4849,synthetic_prototype_v1
SOL-03637,209.6706,2.3188036619738512e+17,686.4741,90583.378,15.0,14.1362,synthetic_prototype_v1
SOL-03638,294.5114,4.428483157371824e+17,679.3211,85913.3433,28.667,8.9036,synthetic_prototype_v1
SOL-03639,130.5011,2.725532705104959e+17,714.4241,88079.6227,15.0,15.7882,synthetic_prototype_v1
SOL-03640,164.1726,1.2456496545785888e+17,578.6683,47061.5537,22.925,14.4809,synthetic_prototype_v1
SOL-03641,136.18,2.948865058870288e+16,696.4088,79919.2935,37.3334,22.7599,synthetic_prototype_v1
SOL-03642,227.3946,8.817480578604794e+16,736.3095,93052.7796,51.3978,14.0834,synthetic_prototype_v1
SOL-03643,239.1258,7336312280703483.0,792.9582,97103.2997,58.1334,8.9145,synthetic_prototype_v1
SOL-03644,191.2695,3.06156541886439e+17,510.5583,81020.8807,56.5484,11.7961,synthetic_prototype_v1
SOL-03645,240.4469,4705203836886944.0,688.3436,75512.7639,34.3025,13.462,synthetic_prototype_v1
SOL-03646,134.0715,2.4610120876023744e+16,740.3805,23614.0337,41.9718,17.6253,synthetic_prototype_v1
SOL-03647,152.285,2.120536110287437e+16,576.7577,33577.0682,20.5036,16.3471,synthetic_prototype_v1
SOL-03648,192.4921,1.3306957301464532e+16,623.1232,40243.682,24.5521,15.4147,synthetic_prototype_v1
SOL-03649,201.1705,3.6098369645643976e+16,713.1484,48879.523,24.3943,18.6768,synthetic_prototype_v1
SOL-03650,166.2434,1.220832525418451e+17,569.595,116669.4244,61.0585,8.0,synthetic_prototype_v1
SOL-03651,52.7337,1.1643394463781496e+16,824.4743,67147.7262,15.1578,10.5531,synthetic_prototype_v1
SOL-03652,136.8541,1.5222876897940056e+16,651.8406,46112.1842,18.3569,20.4327,synthetic_prototype_v1
SOL-03653,221.5125,2902223579605053.5,521.8174,72804.8029,25.4363,16.6945,synthetic_prototype_v1
SOL-03654,127.5837,8977739598409925.0,542.487,74410.9115,74.5391,10.1526,synthetic_prototype_v1
SOL-03655,295.7468,1590333809501430.8,660.288,97192.5427,34.103,11.8192,synthetic_prototype_v1
SOL-03656,148.5707,1.6618015985383378e+16,762.5654,76015.2588,27.4007,21.5924,synthetic_prototype_v1
SOL-03657,284.0442,1.3693916359155084e+16,817.5531,98774.5163,53.0979,11.535,synthetic_prototype_v1
SOL-03658,114.6393,3.372467103056279e+17,899.9443,57341.0398,53.8969,8.0,synthetic_prototype_v1
SOL-03659,177.4576,5.341113114740171e+16,508.7219,28505.948,29.0899,13.2801,synthetic_prototype_v1
SOL-03660,90.8017,7.377156933226984e+16,578.4481,100729.0425,48.3953,12.5893,synthetic_prototype_v1
SOL-03661,83.7699,1143584773386772.8,739.4654,89036.2312,52.6928,12.2844,synthetic_prototype_v1
SOL-03662,234.8579,4.951665915463352e+17,650.7975,96413.64,72.8796,8.0,synthetic_prototype_v1
SOL-03663,93.4691,3.4476060258895184e+16,696.0215,69231.4196,35.3296,18.675,synthetic_prototype_v1
SOL-03664,240.5628,9963596154844838.0,650.9567,28881.1882,35.1538,12.3523,synthetic_prototype_v1
SOL-03665,285.6262,1.8194027499333898e+17,651.8204,110025.221,65.3828,9.4401,synthetic_prototype_v1
SOL-03666,133.4424,2.6195307593579836e+16,685.7375,58995.3716,30.8307,21.1188,synthetic_prototype_v1
SOL-03667,203.4571,1.291843364842915e+17,566.1839,44468.742,74.6526,9.9135,synthetic_prototype_v1
SOL-03668,161.3504,1.631935392115968e+17,637.8537,88086.0588,18.6607,17.6408,synthetic_prototype_v1
SOL-03669,193.1145,4.369586899362512e+16,807.732,54935.8046,37.6433,14.6967,synthetic_prototype_v1
SOL-03670,285.2691,5.444561937454332e+17,592.81,30091.5031,64.3546,8.5012,synthetic_prototype_v1
SOL-03671,266.6522,3.317057973237751e+17,757.5832,111731.5772,67.2136,8.449,synthetic_prototype_v1
SOL-03672,177.0999,5.465896910660086e+16,697.0301,80653.3747,27.344,19.9931,synthetic_prototype_v1
SOL-03673,157.0426,1.4952397997794147e+17,590.8592,64420.0999,28.6527,13.4955,synthetic_prototype_v1
SOL-03674,132.8922,4157370310158628.0,789.3638,113271.4873,50.2287,16.6209,synthetic_prototype_v1
SOL-03675,67.4829,3.3721038394131576e+16,539.3138,85668.0656,68.2236,8.0,synthetic_prototype_v1
SOL-03676,114.4735,3.290598042089047e+16,604.2356,41444.9511,26.2605,16.6676,synthetic_prototype_v1
SOL-03677,136.0353,2691700073134169.5,859.3369,50311.6353,28.3649,10.731,synthetic_prototype_v1
SOL-03678,214.3335,4748652338067339.0,827.913,99020.9437,57.6407,8.0,synthetic_prototype_v1
SOL-03679,180.5991,3.955229900531297e+16,688.8897,63811.1441,15.0,22.1086,synthetic_prototype_v1
SOL-03680,104.2158,1.0414531008146772e+16,661.5721,77285.3255,31.5743,16.9671,synthetic_prototype_v1
SOL-03681,174.4007,1.934606770718166e+17,701.5859,66052.5759,15.0,16.4115,synthetic_prototype_v1
SOL-03682,149.235,1345629120196749.2,600.9805,75143.0927,19.8954,12.3477,synthetic_prototype_v1
